COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	107
COG0002	N-acetyl-gamma-glutamylphosphate reductase	53
COG0003	Anion-transporting ATPase, ArsA/GET3 family	36
COG0004	Ammonia channel protein AmtB	103
COG0005	Purine nucleoside phosphorylase	35
COG0006	Xaa-Pro aminopeptidase	72
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	23
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	71
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	38
COG0010	Arginase family enzyme	31
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	14
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	55
COG0013	Alanyl-tRNA synthetase	97
COG0014	Gamma-glutamyl phosphate reductase	62
COG0015	Adenylosuccinate lyase	57
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	48
COG0017	Aspartyl/asparaginyl-tRNA synthetase	23
COG0018	Arginyl-tRNA synthetase	64
COG0019	Diaminopimelate decarboxylase	78
COG0020	Undecaprenyl pyrophosphate synthase	79
COG0021	Transketolase	89
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	89
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	8
COG0024	Methionine aminopeptidase	51
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	24
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	14
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	9
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	170
COG0029	Aspartate oxidase	51
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	47
COG0031	Cysteine synthase	67
COG0033	Phosphoglucomutase	27
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	63
COG0035	Uracil phosphoribosyltransferase	29
COG0036	Pentose-5-phosphate-3-epimerase	35
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	32
COG0038	H+/Cl- antiporter ClcA	33
COG0039	Malate/lactate dehydrogenase	38
COG0040	ATP phosphoribosyltransferase	39
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	27
COG0042	tRNA-dihydrouridine synthase	35
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	75
COG0044	Dihydroorotase or related cyclic amidohydrolase	61
COG0045	Succinyl-CoA synthetase, beta subunit	48
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	75
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	32
COG0048	Ribosomal protein S12	33
COG0049	Ribosomal protein S7	38
COG0050	Translation elongation factor EF-Tu, a GTPase	85
COG0051	Ribosomal protein S10	31
COG0052	Ribosomal protein S2	36
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	70
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	25
COG0055	FoF1-type ATP synthase, beta subunit	79
COG0056	FoF1-type ATP synthase, alpha subunit	60
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	71
COG0058	Glucan phosphorylase	71
COG0059	Ketol-acid reductoisomerase	46
COG0060	Isoleucyl-tRNA synthetase	88
COG0061	NAD kinase	22
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	29
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	41
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	56
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	82
COG0066	3-isopropylmalate dehydratase small subunit	37
COG0067	Glutamate synthase domain 1	47
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	39
COG0069	Glutamate synthase domain 2	68
COG0070	Glutamate synthase domain 3	33
COG0071	Molecular chaperone IbpA, HSP20 family	48
COG0072	Phenylalanyl-tRNA synthetase beta subunit	76
COG0073	tRNA-binding EMAP/Myf domain	24
COG0074	Succinyl-CoA synthetase, alpha subunit	41
