COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	843
COG0002	N-acetyl-gamma-glutamylphosphate reductase	451
COG0003	Anion-transporting ATPase, ArsA/GET3 family	176
COG0004	Ammonia channel protein AmtB	822
COG0005	Purine nucleoside phosphorylase	526
COG0006	Xaa-Pro aminopeptidase	843
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	408
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	1133
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	535
COG0010	Arginase family enzyme	314
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	20
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	501
COG0013	Alanyl-tRNA synthetase	1044
COG0014	Gamma-glutamyl phosphate reductase	361
COG0015	Adenylosuccinate lyase	622
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	452
COG0017	Aspartyl/asparaginyl-tRNA synthetase	293
COG0018	Arginyl-tRNA synthetase	665
COG0019	Diaminopimelate decarboxylase	799
COG0020	Undecaprenyl pyrophosphate synthase	487
COG0021	Transketolase	1034
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	753
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	61
COG0024	Methionine aminopeptidase	373
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	351
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	412
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	50
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	2114
COG0029	Aspartate oxidase	476
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	402
COG0031	Cysteine synthase	1154
COG0033	Phosphoglucomutase	505
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	572
COG0035	Uracil phosphoribosyltransferase	118
COG0036	Pentose-5-phosphate-3-epimerase	428
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	419
COG0038	H+/Cl- antiporter ClcA	900
COG0039	Malate/lactate dehydrogenase	477
COG0040	ATP phosphoribosyltransferase	366
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	342
COG0042	tRNA-dihydrouridine synthase	524
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	468
COG0044	Dihydroorotase or related cyclic amidohydrolase	1208
COG0045	Succinyl-CoA synthetase, beta subunit	554
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	858
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	358
COG0048	Ribosomal protein S12	270
COG0049	Ribosomal protein S7	282
COG0050	Translation elongation factor EF-Tu, a GTPase	706
COG0051	Ribosomal protein S10	213
COG0052	Ribosomal protein S2	377
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	498
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	312
COG0055	FoF1-type ATP synthase, beta subunit	863
COG0056	FoF1-type ATP synthase, alpha subunit	901
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	517
COG0058	Glucan phosphorylase	1392
COG0059	Ketol-acid reductoisomerase	450
COG0060	Isoleucyl-tRNA synthetase	967
COG0061	NAD kinase	343
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	372
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	495
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	625
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	812
COG0066	3-isopropylmalate dehydratase small subunit	414
COG0067	Glutamate synthase domain 1	550
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	615
COG0069	Glutamate synthase domain 2	787
COG0070	Glutamate synthase domain 3	408
COG0071	Molecular chaperone IbpA, HSP20 family	429
COG0072	Phenylalanyl-tRNA synthetase beta subunit	727
COG0073	tRNA-binding EMAP/Myf domain	290
COG0074	Succinyl-CoA synthetase, alpha subunit	452
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	517
COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	760
COG0077	Prephenate dehydratase	408
COG0078	Ornithine carbamoyltransferase	510
COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	834
COG0080	Ribosomal protein L11	255
COG0081	Ribosomal protein L1	320
COG0082	Chorismate synthase	522
COG0083	Homoserine kinase	266
COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	405
COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	1129
COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	833
COG0087	Ribosomal protein L3	310
COG0088	Ribosomal protein L4	279
COG0089	Ribosomal protein L23	215
COG0090	Ribosomal protein L2	384
COG0091	Ribosomal protein L22	245
COG0092	Ribosomal protein S3	310
COG0093	Ribosomal protein L14	251
COG0094	Ribosomal protein L5	292
COG0095	Lipoate-protein ligase A	92
COG0096	Ribosomal protein S8	251
COG0097	Ribosomal protein L6P/L9E	274
COG0098	Ribosomal protein S5	277
COG0099	Ribosomal protein S13	247
COG0100	Ribosomal protein S11	260
COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	425
COG0102	Ribosomal protein L13	299
COG0103	Ribosomal protein S9	284
COG0104	Adenylosuccinate synthase	574
COG0105	Nucleoside diphosphate kinase	280
COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	371
COG0107	Imidazole glycerol phosphate synthase subunit HisF	396
COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	362
COG0109	Polyprenyltransferase (heme O synthase)	422
COG0110	Acetyltransferase (isoleucine patch superfamily)	515
COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	1334
COG0112	Glycine/serine hydroxymethyltransferase	594
COG0113	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	488
COG0114	Fumarate hydratase class II	396
COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	788
COG0116	23S rRNA G2445 N2-methylase RlmL	61
COG0117	Pyrimidine deaminase domain of riboflavin biosynthesis protein RibD	294
COG0118	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	344
COG0119	Isopropylmalate/homocitrate/citramalate synthases	1235
COG0120	Ribose 5-phosphate isomerase	194
COG0121	Predicted glutamine amidotransferase	48
COG0122	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	433
COG0123	Acetoin utilization deacetylase AcuC or a related deacetylase	327
COG0124	Histidyl-tRNA synthetase	582
COG0125	Thymidylate kinase	387
COG0126	3-phosphoglycerate kinase	537
COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	307
COG0128	5-enolpyruvylshikimate-3-phosphate synthase	526
COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase	1431
COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	370
COG0131	Imidazoleglycerol phosphate dehydratase HisB	342
COG0132	Dethiobiotin synthetase	153
