COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	5
COG0002	N-acetyl-gamma-glutamylphosphate reductase	8
COG0003	Anion-transporting ATPase, ArsA/GET3 family	4
COG0004	Ammonia channel protein AmtB	8
COG0005	Purine nucleoside phosphorylase	8
COG0006	Xaa-Pro aminopeptidase	12
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	2
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	7
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	4
COG0010	Arginase family enzyme	4
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	3
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	8
COG0013	Alanyl-tRNA synthetase	14
COG0014	Gamma-glutamyl phosphate reductase	9
COG0015	Adenylosuccinate lyase	10
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	7
COG0017	Aspartyl/asparaginyl-tRNA synthetase	7
COG0018	Arginyl-tRNA synthetase	9
COG0019	Diaminopimelate decarboxylase	9
COG0020	Undecaprenyl pyrophosphate synthase	5
COG0021	Transketolase	8
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	1
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	2
COG0024	Methionine aminopeptidase	4
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	6
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	8
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	1
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	12
COG0029	Aspartate oxidase	1
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	5
COG0031	Cysteine synthase	10
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	7
COG0035	Uracil phosphoribosyltransferase	6
COG0036	Pentose-5-phosphate-3-epimerase	3
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	10
COG0038	H+/Cl- antiporter ClcA	9
COG0039	Malate/lactate dehydrogenase	3
COG0040	ATP phosphoribosyltransferase	4
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	5
COG0042	tRNA-dihydrouridine synthase	5
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	3
COG0044	Dihydroorotase or related cyclic amidohydrolase	7
COG0045	Succinyl-CoA synthetase, beta subunit	1
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	11
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	6
COG0048	Ribosomal protein S12	4
COG0049	Ribosomal protein S7	5
COG0050	Translation elongation factor EF-Tu, a GTPase	14
COG0051	Ribosomal protein S10	3
COG0052	Ribosomal protein S2	4
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	8
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	4
COG0055	FoF1-type ATP synthase, beta subunit	8
COG0056	FoF1-type ATP synthase, alpha subunit	3
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	6
COG0058	Glucan phosphorylase	8
COG0059	Ketol-acid reductoisomerase	6
COG0060	Isoleucyl-tRNA synthetase	9
COG0061	NAD kinase	7
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	4
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	5
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	7
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	7
COG0066	3-isopropylmalate dehydratase small subunit	7
COG0067	Glutamate synthase domain 1	3
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	4
COG0069	Glutamate synthase domain 2	7
COG0070	Glutamate synthase domain 3	2
COG0071	Molecular chaperone IbpA, HSP20 family	8
COG0072	Phenylalanyl-tRNA synthetase beta subunit	8
COG0073	tRNA-binding EMAP/Myf domain	8
COG0074	Succinyl-CoA synthetase, alpha subunit	1
