COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	366
COG0002	N-acetyl-gamma-glutamylphosphate reductase	123
COG0003	Anion-transporting ATPase, ArsA/GET3 family	83
COG0004	Ammonia channel protein AmtB	238
COG0005	Purine nucleoside phosphorylase	137
COG0006	Xaa-Pro aminopeptidase	324
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	123
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	253
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	100
COG0010	Arginase family enzyme	169
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	12
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	140
COG0013	Alanyl-tRNA synthetase	346
COG0014	Gamma-glutamyl phosphate reductase	88
COG0015	Adenylosuccinate lyase	258
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	140
COG0017	Aspartyl/asparaginyl-tRNA synthetase	107
COG0018	Arginyl-tRNA synthetase	177
COG0019	Diaminopimelate decarboxylase	182
COG0020	Undecaprenyl pyrophosphate synthase	165
COG0021	Transketolase	284
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	354
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	12
COG0024	Methionine aminopeptidase	135
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	169
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	83
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	6
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	899
COG0029	Aspartate oxidase	95
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	104
COG0031	Cysteine synthase	354
COG0033	Phosphoglucomutase	132
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	173
COG0035	Uracil phosphoribosyltransferase	50
COG0036	Pentose-5-phosphate-3-epimerase	105
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	87
COG0038	H+/Cl- antiporter ClcA	114
COG0039	Malate/lactate dehydrogenase	165
COG0040	ATP phosphoribosyltransferase	86
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	74
COG0042	tRNA-dihydrouridine synthase	125
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	176
COG0044	Dihydroorotase or related cyclic amidohydrolase	326
COG0045	Succinyl-CoA synthetase, beta subunit	177
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	235
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	93
COG0048	Ribosomal protein S12	82
COG0049	Ribosomal protein S7	76
COG0050	Translation elongation factor EF-Tu, a GTPase	294
COG0051	Ribosomal protein S10	63
COG0052	Ribosomal protein S2	99
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	174
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	60
COG0055	FoF1-type ATP synthase, beta subunit	229
COG0056	FoF1-type ATP synthase, alpha subunit	213
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	208
COG0058	Glucan phosphorylase	315
COG0059	Ketol-acid reductoisomerase	137
COG0060	Isoleucyl-tRNA synthetase	318
COG0061	NAD kinase	100
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	72
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	93
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	215
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	221
COG0066	3-isopropylmalate dehydratase small subunit	95
COG0067	Glutamate synthase domain 1	124
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	118
COG0069	Glutamate synthase domain 2	212
COG0070	Glutamate synthase domain 3	97
COG0071	Molecular chaperone IbpA, HSP20 family	82
COG0072	Phenylalanyl-tRNA synthetase beta subunit	196
COG0073	tRNA-binding EMAP/Myf domain	67
COG0074	Succinyl-CoA synthetase, alpha subunit	155
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	159
COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	286
COG0077	Prephenate dehydratase	93
COG0078	Ornithine carbamoyltransferase	145
COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	233
COG0080	Ribosomal protein L11	84
COG0081	Ribosomal protein L1	102
COG0082	Chorismate synthase	154
COG0083	Homoserine kinase	61
COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	92
COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	451
COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	322
COG0087	Ribosomal protein L3	105
COG0088	Ribosomal protein L4	85
COG0089	Ribosomal protein L23	63
COG0090	Ribosomal protein L2	111
COG0091	Ribosomal protein L22	67
COG0092	Ribosomal protein S3	105
COG0093	Ribosomal protein L14	65
COG0094	Ribosomal protein L5	93
COG0095	Lipoate-protein ligase A	8
COG0096	Ribosomal protein S8	83
COG0097	Ribosomal protein L6P/L9E	87
COG0098	Ribosomal protein S5	71
COG0099	Ribosomal protein S13	84
COG0100	Ribosomal protein S11	93
COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	90
COG0102	Ribosomal protein L13	75
COG0103	Ribosomal protein S9	68
COG0104	Adenylosuccinate synthase	189
COG0105	Nucleoside diphosphate kinase	84
COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	73
COG0107	Imidazole glycerol phosphate synthase subunit HisF	98
COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	99
COG0109	Polyprenyltransferase (heme O synthase)	139
COG0110	Acetyltransferase (isoleucine patch superfamily)	115
COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	476
COG0112	Glycine/serine hydroxymethyltransferase	175
COG0113	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	132
COG0114	Fumarate hydratase class II	194
COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	259
COG0116	23S rRNA G2445 N2-methylase RlmL	34
COG0117	Pyrimidine deaminase domain of riboflavin biosynthesis protein RibD	53
COG0118	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	72
COG0119	Isopropylmalate/homocitrate/citramalate synthases	337
COG0120	Ribose 5-phosphate isomerase	61
COG0121	Predicted glutamine amidotransferase	36
COG0122	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	154
COG0123	Acetoin utilization deacetylase AcuC or a related deacetylase	143
COG0124	Histidyl-tRNA synthetase	164
COG0125	Thymidylate kinase	110
COG0126	3-phosphoglycerate kinase	201
COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	70
COG0128	5-enolpyruvylshikimate-3-phosphate synthase	151
COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase	448
COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	83
COG0131	Imidazoleglycerol phosphate dehydratase HisB	66
COG0132	Dethiobiotin synthetase	21
COG0133	Tryptophan synthase beta chain	171
COG0134	Indole-3-glycerol phosphate synthase	97
COG0135	Phosphoribosylanthranilate isomerase	62
COG0136	Aspartate-semialdehyde dehydrogenase	156
COG0137	Argininosuccinate synthase	142
COG0138	AICAR transformylase/IMP cyclohydrolase PurH	217
COG0139	Phosphoribosyl-AMP cyclohydrolase	56
COG0140	Phosphoribosyl-ATP pyrophosphohydrolase	25
COG0141	Histidinol dehydrogenase	142
COG0142	Geranylgeranyl pyrophosphate synthase	219
COG0143	Methionyl-tRNA synthetase	215
COG0144	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	91
COG0145	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	301
COG0146	N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit	229
COG0147	Anthranilate/para-aminobenzoate synthases component I	172
COG0148	Enolase	229
COG0149	Triosephosphate isomerase	98
COG0150	Phosphoribosylaminoimidazole (AIR) synthetase	147
COG0151	Phosphoribosylamine-glycine ligase	175
COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase	113
COG0153	Galactokinase	83
COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	854
