COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	94
COG0002	N-acetyl-gamma-glutamylphosphate reductase	72
COG0003	Anion-transporting ATPase, ArsA/GET3 family	31
COG0004	Ammonia channel protein AmtB	121
COG0005	Purine nucleoside phosphorylase	59
COG0006	Xaa-Pro aminopeptidase	126
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	39
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	136
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	68
COG0010	Arginase family enzyme	44
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	16
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	61
COG0013	Alanyl-tRNA synthetase	116
COG0014	Gamma-glutamyl phosphate reductase	64
COG0015	Adenylosuccinate lyase	70
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	53
COG0017	Aspartyl/asparaginyl-tRNA synthetase	55
COG0018	Arginyl-tRNA synthetase	86
COG0019	Diaminopimelate decarboxylase	112
COG0020	Undecaprenyl pyrophosphate synthase	55
COG0021	Transketolase	94
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	79
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	8
COG0024	Methionine aminopeptidase	56
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	14
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	26
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	9
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	190
COG0029	Aspartate oxidase	77
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	55
COG0031	Cysteine synthase	133
COG0033	Phosphoglucomutase	15
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	76
COG0035	Uracil phosphoribosyltransferase	35
COG0036	Pentose-5-phosphate-3-epimerase	55
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	73
COG0038	H+/Cl- antiporter ClcA	20
COG0039	Malate/lactate dehydrogenase	53
COG0040	ATP phosphoribosyltransferase	46
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	42
COG0042	tRNA-dihydrouridine synthase	68
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	77
COG0044	Dihydroorotase or related cyclic amidohydrolase	116
COG0045	Succinyl-CoA synthetase, beta subunit	55
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	86
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	40
COG0048	Ribosomal protein S12	38
COG0049	Ribosomal protein S7	40
COG0050	Translation elongation factor EF-Tu, a GTPase	83
COG0051	Ribosomal protein S10	36
COG0052	Ribosomal protein S2	45
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	109
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	27
COG0055	FoF1-type ATP synthase, beta subunit	78
COG0056	FoF1-type ATP synthase, alpha subunit	75
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	93
COG0058	Glucan phosphorylase	134
COG0059	Ketol-acid reductoisomerase	50
COG0060	Isoleucyl-tRNA synthetase	118
COG0061	NAD kinase	49
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	39
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	46
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	62
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	88
COG0066	3-isopropylmalate dehydratase small subunit	51
COG0067	Glutamate synthase domain 1	49
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	76
COG0069	Glutamate synthase domain 2	95
COG0070	Glutamate synthase domain 3	49
COG0071	Molecular chaperone IbpA, HSP20 family	96
COG0072	Phenylalanyl-tRNA synthetase beta subunit	90
COG0073	tRNA-binding EMAP/Myf domain	61
COG0074	Succinyl-CoA synthetase, alpha subunit	49
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	45
COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	31
COG0077	Prephenate dehydratase	46
COG0078	Ornithine carbamoyltransferase	72
COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	114
COG0080	Ribosomal protein L11	37
COG0081	Ribosomal protein L1	45
COG0082	Chorismate synthase	55
COG0083	Homoserine kinase	19
COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	72
COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	137
COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	110
COG0087	Ribosomal protein L3	48
COG0088	Ribosomal protein L4	48
COG0089	Ribosomal protein L23	37
COG0090	Ribosomal protein L2	57
COG0091	Ribosomal protein L22	31
COG0092	Ribosomal protein S3	47
COG0093	Ribosomal protein L14	35
COG0094	Ribosomal protein L5	42
COG0095	Lipoate-protein ligase A	40
COG0096	Ribosomal protein S8	39
COG0097	Ribosomal protein L6P/L9E	48
COG0098	Ribosomal protein S5	44
COG0099	Ribosomal protein S13	36
COG0100	Ribosomal protein S11	40
COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	62
COG0102	Ribosomal protein L13	38
COG0103	Ribosomal protein S9	42
COG0104	Adenylosuccinate synthase	63
COG0105	Nucleoside diphosphate kinase	35
COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	43
COG0107	Imidazole glycerol phosphate synthase subunit HisF	59
COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	45
COG0109	Polyprenyltransferase (heme O synthase)	23
COG0110	Acetyltransferase (isoleucine patch superfamily)	45
COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	117
COG0112	Glycine/serine hydroxymethyltransferase	72
COG0113	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	51
COG0114	Fumarate hydratase class II	20
COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	99
COG0116	23S rRNA G2445 N2-methylase RlmL	44
COG0117	Pyrimidine deaminase domain of riboflavin biosynthesis protein RibD	32
COG0118	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	50
COG0119	Isopropylmalate/homocitrate/citramalate synthases	191
COG0120	Ribose 5-phosphate isomerase	10
COG0121	Predicted glutamine amidotransferase	10
COG0122	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	16
COG0123	Acetoin utilization deacetylase AcuC or a related deacetylase	54
COG0124	Histidyl-tRNA synthetase	75
COG0125	Thymidylate kinase	47
COG0126	3-phosphoglycerate kinase	79
COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	44
COG0128	5-enolpyruvylshikimate-3-phosphate synthase	73
COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase	109
COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	52
COG0131	Imidazoleglycerol phosphate dehydratase HisB	35
