COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	5
COG0002	N-acetyl-gamma-glutamylphosphate reductase	5
COG0003	Anion-transporting ATPase, ArsA/GET3 family	5
COG0004	Ammonia channel protein AmtB	8
COG0005	Purine nucleoside phosphorylase	3
COG0006	Xaa-Pro aminopeptidase	10
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	6
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	6
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	7
COG0010	Arginase family enzyme	3
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	5
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	5
COG0013	Alanyl-tRNA synthetase	6
COG0014	Gamma-glutamyl phosphate reductase	2
COG0015	Adenylosuccinate lyase	6
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	4
COG0017	Aspartyl/asparaginyl-tRNA synthetase	8
COG0018	Arginyl-tRNA synthetase	5
COG0019	Diaminopimelate decarboxylase	6
COG0020	Undecaprenyl pyrophosphate synthase	4
COG0021	Transketolase	4
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	7
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	3
COG0024	Methionine aminopeptidase	5
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	2
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	8
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	18
COG0029	Aspartate oxidase	5
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	10
COG0031	Cysteine synthase	9
COG0033	Phosphoglucomutase	2
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	7
COG0036	Pentose-5-phosphate-3-epimerase	5
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	8
COG0038	H+/Cl- antiporter ClcA	6
COG0039	Malate/lactate dehydrogenase	5
COG0040	ATP phosphoribosyltransferase	4
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	6
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	4
COG0044	Dihydroorotase or related cyclic amidohydrolase	9
COG0045	Succinyl-CoA synthetase, beta subunit	9
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	7
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	5
COG0048	Ribosomal protein S12	4
COG0049	Ribosomal protein S7	5
COG0050	Translation elongation factor EF-Tu, a GTPase	9
COG0051	Ribosomal protein S10	5
COG0052	Ribosomal protein S2	5
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	3
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	4
COG0055	FoF1-type ATP synthase, beta subunit	2
COG0056	FoF1-type ATP synthase, alpha subunit	3
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	5
COG0058	Glucan phosphorylase	2
COG0059	Ketol-acid reductoisomerase	5
COG0060	Isoleucyl-tRNA synthetase	6
COG0061	NAD kinase	5
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	5
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	5
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	2
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	7
COG0066	3-isopropylmalate dehydratase small subunit	6
COG0067	Glutamate synthase domain 1	4
COG0069	Glutamate synthase domain 2	5
COG0070	Glutamate synthase domain 3	4
COG0071	Molecular chaperone IbpA, HSP20 family	8
COG0072	Phenylalanyl-tRNA synthetase beta subunit	5
COG0073	tRNA-binding EMAP/Myf domain	6
COG0074	Succinyl-CoA synthetase, alpha subunit	10
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	6
COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	10
COG0077	Prephenate dehydratase	7
COG0078	Ornithine carbamoyltransferase	9
COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	11
COG0080	Ribosomal protein L11	6
COG0081	Ribosomal protein L1	8
COG0082	Chorismate synthase	3
COG0083	Homoserine kinase	5
COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	2
COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	6
COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	8
COG0087	Ribosomal protein L3	8
COG0088	Ribosomal protein L4	5
COG0089	Ribosomal protein L23	3
COG0090	Ribosomal protein L2	5
COG0091	Ribosomal protein L22	4
COG0092	Ribosomal protein S3	6
COG0093	Ribosomal protein L14	4
COG0094	Ribosomal protein L5	5
COG0095	Lipoate-protein ligase A	2
COG0096	Ribosomal protein S8	5
COG0097	Ribosomal protein L6P/L9E	5
COG0098	Ribosomal protein S5	6
COG0099	Ribosomal protein S13	5
COG0100	Ribosomal protein S11	6
COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	4
COG0102	Ribosomal protein L13	5
COG0103	Ribosomal protein S9	6
COG0104	Adenylosuccinate synthase	6
COG0105	Nucleoside diphosphate kinase	5
COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	4
COG0107	Imidazole glycerol phosphate synthase subunit HisF	4
COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	4
COG0109	Polyprenyltransferase (heme O synthase)	3
COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	7
COG0112	Glycine/serine hydroxymethyltransferase	10
COG0113	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	3
COG0114	Fumarate hydratase class II	1
COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	3
COG0117	Pyrimidine deaminase domain of riboflavin biosynthesis protein RibD	1
COG0118	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	5
COG0119	Isopropylmalate/homocitrate/citramalate synthases	13
COG0120	Ribose 5-phosphate isomerase	3
COG0121	Predicted glutamine amidotransferase	1
COG0122	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	5
COG0123	Acetoin utilization deacetylase AcuC or a related deacetylase	2
COG0124	Histidyl-tRNA synthetase	7
COG0125	Thymidylate kinase	8
COG0126	3-phosphoglycerate kinase	7
COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	5
COG0128	5-enolpyruvylshikimate-3-phosphate synthase	6
COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase	8
COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	4
COG0131	Imidazoleglycerol phosphate dehydratase HisB	5
COG0132	Dethiobiotin synthetase	1
COG0133	Tryptophan synthase beta chain	3
COG0134	Indole-3-glycerol phosphate synthase	5
COG0135	Phosphoribosylanthranilate isomerase	5
COG0136	Aspartate-semialdehyde dehydrogenase	5
COG0137	Argininosuccinate synthase	7
COG0138	AICAR transformylase/IMP cyclohydrolase PurH	3
COG0139	Phosphoribosyl-AMP cyclohydrolase	3
COG0140	Phosphoribosyl-ATP pyrophosphohydrolase	2
COG0141	Histidinol dehydrogenase	5
COG0142	Geranylgeranyl pyrophosphate synthase	11
COG0143	Methionyl-tRNA synthetase	6
COG0145	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	3
COG0146	N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit	3
COG0147	Anthranilate/para-aminobenzoate synthases component I	8
COG0148	Enolase	7
COG0149	Triosephosphate isomerase	4
COG0150	Phosphoribosylaminoimidazole (AIR) synthetase	7
COG0151	Phosphoribosylamine-glycine ligase	6
COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase	5
COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	3
COG0155	Sulfite reductase, beta subunit (hemoprotein)	2
COG0156	7-keto-8-aminopelargonate synthetase or related enzyme	3
COG0157	Nicotinate-nucleotide pyrophosphorylase	3
COG0158	Fructose-1,6-bisphosphatase	2
COG0159	Tryptophan synthase alpha chain	7
COG0160	4-aminobutyrate aminotransferase or related aminotransferase	11
COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	2
COG0162	Tyrosyl-tRNA synthetase	6
COG0163	3-polyprenyl-4-hydroxybenzoate decarboxylase	3
COG0164	Ribonuclease HII	8
COG0165	Argininosuccinate lyase	6
COG0166	Glucose-6-phosphate isomerase	7
COG0167	Dihydroorotate dehydrogenase	6
COG0169	Shikimate 5-dehydrogenase	6
COG0170	Dolichol kinase	4
COG0171	NH3-dependent NAD+ synthetase	4
COG0172	Seryl-tRNA synthetase	7
COG0173	Aspartyl-tRNA synthetase	2
COG0174	Glutamine synthetase	7
COG0175	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	1
COG0176	Transaldolase	10
COG0177	Endonuclease III	8
COG0178	Excinuclease UvrABC ATPase subunit	4
COG0179	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	8
COG0180	Tryptophanyl-tRNA synthetase	5
COG0181	Porphobilinogen deaminase	5
COG0182	Methylthioribose-1-phosphate isomerase (methionine salvage pathway), a paralog of eIF-2B alpha subunit	5
COG0183	Acetyl-CoA acetyltransferase	17
COG0184	Ribosomal protein S15P/S13E	3
COG0185	Ribosomal protein S19	5
COG0186	Ribosomal protein S17	4
COG0187	DNA gyrase/topoisomerase IV, subunit B	8
COG0188	DNA gyrase/topoisomerase IV, subunit A	5
COG0189	Glutathione synthase/RimK-type ligase, ATP-grasp superfamily	5
COG0190	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	3
COG0191	Fructose/tagatose bisphosphate aldolase	2
COG0192	S-adenosylmethionine synthetase	3
COG0193	Peptidyl-tRNA hydrolase	1
COG0194	Guanylate kinase	3
COG0195	Transcription antitermination factor NusA, contains S1 and KH domains	4
COG0196	FAD synthase	2
COG0197	Ribosomal protein L16/L10AE	6
COG0198	Ribosomal protein L24	2
