COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	241
COG0002	N-acetyl-gamma-glutamylphosphate reductase	148
COG0003	Anion-transporting ATPase, ArsA/GET3 family	15
COG0004	Ammonia channel protein AmtB	229
COG0005	Purine nucleoside phosphorylase	81
COG0006	Xaa-Pro aminopeptidase	215
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	30
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	291
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	160
COG0010	Arginase family enzyme	168
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	6
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	179
COG0013	Alanyl-tRNA synthetase	314
COG0014	Gamma-glutamyl phosphate reductase	152
COG0015	Adenylosuccinate lyase	230
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	167
COG0017	Aspartyl/asparaginyl-tRNA synthetase	86
COG0018	Arginyl-tRNA synthetase	224
COG0019	Diaminopimelate decarboxylase	209
COG0020	Undecaprenyl pyrophosphate synthase	166
COG0021	Transketolase	261
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	189
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	11
COG0024	Methionine aminopeptidase	156
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	25
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	129
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	36
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	304
COG0029	Aspartate oxidase	164
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	116
COG0031	Cysteine synthase	177
COG0033	Phosphoglucomutase	15
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	171
COG0035	Uracil phosphoribosyltransferase	98
COG0036	Pentose-5-phosphate-3-epimerase	140
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	127
COG0038	H+/Cl- antiporter ClcA	48
COG0039	Malate/lactate dehydrogenase	153
COG0040	ATP phosphoribosyltransferase	95
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	85
COG0042	tRNA-dihydrouridine synthase	195
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	53
COG0044	Dihydroorotase or related cyclic amidohydrolase	279
COG0045	Succinyl-CoA synthetase, beta subunit	189
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	241
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	90
COG0048	Ribosomal protein S12	95
COG0049	Ribosomal protein S7	103
COG0050	Translation elongation factor EF-Tu, a GTPase	219
COG0051	Ribosomal protein S10	70
COG0052	Ribosomal protein S2	130
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	59
