COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	195
COG0002	N-acetyl-gamma-glutamylphosphate reductase	105
COG0003	Anion-transporting ATPase, ArsA/GET3 family	71
COG0004	Ammonia channel protein AmtB	198
COG0005	Purine nucleoside phosphorylase	89
COG0006	Xaa-Pro aminopeptidase	177
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	81
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	211
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	73
COG0010	Arginase family enzyme	76
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	10
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	123
COG0013	Alanyl-tRNA synthetase	246
COG0014	Gamma-glutamyl phosphate reductase	78
COG0015	Adenylosuccinate lyase	171
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	101
COG0017	Aspartyl/asparaginyl-tRNA synthetase	84
COG0018	Arginyl-tRNA synthetase	153
COG0019	Diaminopimelate decarboxylase	169
COG0020	Undecaprenyl pyrophosphate synthase	92
COG0021	Transketolase	161
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	262
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	4
COG0024	Methionine aminopeptidase	75
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	27
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	37
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	8
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	400
COG0029	Aspartate oxidase	102
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	78
COG0031	Cysteine synthase	229
COG0033	Phosphoglucomutase	9
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	143
COG0035	Uracil phosphoribosyltransferase	12
COG0036	Pentose-5-phosphate-3-epimerase	86
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	74
COG0038	H+/Cl- antiporter ClcA	7
COG0039	Malate/lactate dehydrogenase	93
COG0040	ATP phosphoribosyltransferase	67
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	49
COG0042	tRNA-dihydrouridine synthase	64
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	90
COG0044	Dihydroorotase or related cyclic amidohydrolase	197
COG0045	Succinyl-CoA synthetase, beta subunit	146
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	177
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	74
COG0048	Ribosomal protein S12	56
COG0049	Ribosomal protein S7	61
COG0050	Translation elongation factor EF-Tu, a GTPase	199
COG0051	Ribosomal protein S10	51
COG0052	Ribosomal protein S2	109
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	102
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	38
COG0055	FoF1-type ATP synthase, beta subunit	134
COG0056	FoF1-type ATP synthase, alpha subunit	154
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	132
COG0058	Glucan phosphorylase	98
COG0059	Ketol-acid reductoisomerase	90
COG0060	Isoleucyl-tRNA synthetase	259
COG0061	NAD kinase	67
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	52
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	60
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	156
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	167
COG0066	3-isopropylmalate dehydratase small subunit	76
COG0067	Glutamate synthase domain 1	103
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	26
COG0069	Glutamate synthase domain 2	154
COG0070	Glutamate synthase domain 3	61
COG0071	Molecular chaperone IbpA, HSP20 family	109
COG0072	Phenylalanyl-tRNA synthetase beta subunit	170
COG0073	tRNA-binding EMAP/Myf domain	40
COG0074	Succinyl-CoA synthetase, alpha subunit	104
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	157
COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	58
COG0077	Prephenate dehydratase	61
COG0078	Ornithine carbamoyltransferase	104
COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	166
COG0080	Ribosomal protein L11	73
COG0081	Ribosomal protein L1	95
COG0082	Chorismate synthase	100
COG0083	Homoserine kinase	28
