COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	138
COG0002	N-acetyl-gamma-glutamylphosphate reductase	86
COG0003	Anion-transporting ATPase, ArsA/GET3 family	91
COG0004	Ammonia channel protein AmtB	149
COG0005	Purine nucleoside phosphorylase	91
COG0006	Xaa-Pro aminopeptidase	189
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	74
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	243
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	119
COG0010	Arginase family enzyme	88
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	9
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	102
COG0013	Alanyl-tRNA synthetase	148
COG0014	Gamma-glutamyl phosphate reductase	62
COG0015	Adenylosuccinate lyase	99
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	87
COG0017	Aspartyl/asparaginyl-tRNA synthetase	33
COG0018	Arginyl-tRNA synthetase	126
COG0019	Diaminopimelate decarboxylase	126
COG0020	Undecaprenyl pyrophosphate synthase	93
COG0021	Transketolase	130
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	199
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	15
COG0024	Methionine aminopeptidase	108
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	49
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	71
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	38
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	328
COG0029	Aspartate oxidase	94
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	96
COG0031	Cysteine synthase	180
COG0033	Phosphoglucomutase	34
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	117
COG0035	Uracil phosphoribosyltransferase	30
COG0036	Pentose-5-phosphate-3-epimerase	85
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	117
COG0038	H+/Cl- antiporter ClcA	28
COG0039	Malate/lactate dehydrogenase	96
COG0040	ATP phosphoribosyltransferase	80
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	84
COG0042	tRNA-dihydrouridine synthase	99
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	68
COG0044	Dihydroorotase or related cyclic amidohydrolase	172
COG0045	Succinyl-CoA synthetase, beta subunit	102
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	135
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	80
COG0048	Ribosomal protein S12	70
COG0049	Ribosomal protein S7	67
COG0050	Translation elongation factor EF-Tu, a GTPase	131
COG0051	Ribosomal protein S10	73
COG0052	Ribosomal protein S2	79
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	115
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	67
COG0055	FoF1-type ATP synthase, beta subunit	124
COG0056	FoF1-type ATP synthase, alpha subunit	125
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	156
COG0058	Glucan phosphorylase	166
COG0059	Ketol-acid reductoisomerase	83
COG0060	Isoleucyl-tRNA synthetase	160
COG0061	NAD kinase	87
