COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	1578
COG0002	N-acetyl-gamma-glutamylphosphate reductase	799
COG0003	Anion-transporting ATPase, ArsA/GET3 family	345
COG0004	Ammonia channel protein AmtB	1272
COG0005	Purine nucleoside phosphorylase	1288
COG0006	Xaa-Pro aminopeptidase	2041
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	416
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	2484
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	1243
COG0010	Arginase family enzyme	957
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	218
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	1260
COG0013	Alanyl-tRNA synthetase	2072
COG0014	Gamma-glutamyl phosphate reductase	770
COG0015	Adenylosuccinate lyase	1106
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	1083
COG0017	Aspartyl/asparaginyl-tRNA synthetase	1044
COG0018	Arginyl-tRNA synthetase	1488
COG0019	Diaminopimelate decarboxylase	1708
COG0020	Undecaprenyl pyrophosphate synthase	982
COG0021	Transketolase	1579
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	1557
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	259
COG0024	Methionine aminopeptidase	1005
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	328
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	188
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	108
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	2352
COG0029	Aspartate oxidase	1021
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	961
COG0031	Cysteine synthase	1705
COG0033	Phosphoglucomutase	391
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	1370
COG0035	Uracil phosphoribosyltransferase	359
COG0036	Pentose-5-phosphate-3-epimerase	966
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	1197
COG0038	H+/Cl- antiporter ClcA	626
COG0039	Malate/lactate dehydrogenase	914
COG0040	ATP phosphoribosyltransferase	679
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	734
COG0042	tRNA-dihydrouridine synthase	1380
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	898
COG0044	Dihydroorotase or related cyclic amidohydrolase	1628
COG0045	Succinyl-CoA synthetase, beta subunit	1101
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	1384
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	798
COG0048	Ribosomal protein S12	800
COG0049	Ribosomal protein S7	855
COG0050	Translation elongation factor EF-Tu, a GTPase	1791
COG0051	Ribosomal protein S10	730
COG0052	Ribosomal protein S2	950
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	1346
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	624
COG0055	FoF1-type ATP synthase, beta subunit	1339
COG0056	FoF1-type ATP synthase, alpha subunit	1365
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	1497
COG0058	Glucan phosphorylase	2435
COG0059	Ketol-acid reductoisomerase	778
COG0060	Isoleucyl-tRNA synthetase	2084
COG0061	NAD kinase	807
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	759
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	805
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	1083
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	1453
COG0066	3-isopropylmalate dehydratase small subunit	844
COG0067	Glutamate synthase domain 1	557
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	1208
COG0069	Glutamate synthase domain 2	807
COG0070	Glutamate synthase domain 3	523
COG0071	Molecular chaperone IbpA, HSP20 family	1490
COG0072	Phenylalanyl-tRNA synthetase beta subunit	1440
COG0073	tRNA-binding EMAP/Myf domain	851
COG0074	Succinyl-CoA synthetase, alpha subunit	980
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	894
COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	822
