COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	157
COG0002	N-acetyl-gamma-glutamylphosphate reductase	99
COG0003	Anion-transporting ATPase, ArsA/GET3 family	97
COG0004	Ammonia channel protein AmtB	141
COG0005	Purine nucleoside phosphorylase	74
COG0006	Xaa-Pro aminopeptidase	141
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	82
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	171
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	89
COG0010	Arginase family enzyme	99
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	8
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	99
COG0013	Alanyl-tRNA synthetase	192
COG0014	Gamma-glutamyl phosphate reductase	78
COG0015	Adenylosuccinate lyase	126
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	83
COG0017	Aspartyl/asparaginyl-tRNA synthetase	44
COG0018	Arginyl-tRNA synthetase	144
COG0019	Diaminopimelate decarboxylase	141
COG0020	Undecaprenyl pyrophosphate synthase	104
COG0021	Transketolase	202
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	191
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	5
COG0024	Methionine aminopeptidase	120
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	66
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	90
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	31
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	320
COG0029	Aspartate oxidase	109
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	81
COG0031	Cysteine synthase	195
COG0033	Phosphoglucomutase	78
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	146
COG0035	Uracil phosphoribosyltransferase	48
COG0036	Pentose-5-phosphate-3-epimerase	83
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	77
COG0038	H+/Cl- antiporter ClcA	37
COG0039	Malate/lactate dehydrogenase	83
COG0040	ATP phosphoribosyltransferase	84
