COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	65
COG0002	N-acetyl-gamma-glutamylphosphate reductase	7
COG0003	Anion-transporting ATPase, ArsA/GET3 family	6
COG0004	Ammonia channel protein AmtB	6
COG0005	Purine nucleoside phosphorylase	61
COG0006	Xaa-Pro aminopeptidase	122
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	3
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	674
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	271
COG0010	Arginase family enzyme	109
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	1
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	658
COG0013	Alanyl-tRNA synthetase	893
COG0014	Gamma-glutamyl phosphate reductase	14
COG0015	Adenylosuccinate lyase	146
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	553
COG0017	Aspartyl/asparaginyl-tRNA synthetase	424
COG0018	Arginyl-tRNA synthetase	836
COG0019	Diaminopimelate decarboxylase	98
COG0020	Undecaprenyl pyrophosphate synthase	354
COG0021	Transketolase	165
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	102
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	77
COG0024	Methionine aminopeptidase	503
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	10
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	14
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	5
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	150
COG0029	Aspartate oxidase	11
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	370
COG0031	Cysteine synthase	37
COG0033	Phosphoglucomutase	1
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	125
COG0035	Uracil phosphoribosyltransferase	20
COG0036	Pentose-5-phosphate-3-epimerase	356
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	71
COG0038	H+/Cl- antiporter ClcA	3
COG0039	Malate/lactate dehydrogenase	27
COG0040	ATP phosphoribosyltransferase	26
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	65
COG0042	tRNA-dihydrouridine synthase	278
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	8
