COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	48
COG0002	N-acetyl-gamma-glutamylphosphate reductase	34
COG0003	Anion-transporting ATPase, ArsA/GET3 family	2
COG0004	Ammonia channel protein AmtB	38
COG0005	Purine nucleoside phosphorylase	29
COG0006	Xaa-Pro aminopeptidase	86
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	40
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	74
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	27
COG0010	Arginase family enzyme	65
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	34
COG0013	Alanyl-tRNA synthetase	46
COG0014	Gamma-glutamyl phosphate reductase	30
COG0015	Adenylosuccinate lyase	50
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	31
COG0017	Aspartyl/asparaginyl-tRNA synthetase	3
COG0018	Arginyl-tRNA synthetase	39
COG0019	Diaminopimelate decarboxylase	84
COG0020	Undecaprenyl pyrophosphate synthase	27
COG0021	Transketolase	40
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	65
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	4
COG0024	Methionine aminopeptidase	36
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	22
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	27
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	7
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	198
COG0029	Aspartate oxidase	21
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	28
COG0031	Cysteine synthase	71
COG0033	Phosphoglucomutase	12
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	36
COG0035	Uracil phosphoribosyltransferase	19
COG0036	Pentose-5-phosphate-3-epimerase	28
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	34
COG0038	H+/Cl- antiporter ClcA	8
COG0039	Malate/lactate dehydrogenase	29
COG0040	ATP phosphoribosyltransferase	27
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	23
COG0042	tRNA-dihydrouridine synthase	50
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	18
COG0044	Dihydroorotase or related cyclic amidohydrolase	88
COG0045	Succinyl-CoA synthetase, beta subunit	46
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	39
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	29
COG0048	Ribosomal protein S12	24
COG0049	Ribosomal protein S7	24
COG0050	Translation elongation factor EF-Tu, a GTPase	61
COG0051	Ribosomal protein S10	24
COG0052	Ribosomal protein S2	29
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	29
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	26
COG0055	FoF1-type ATP synthase, beta subunit	35
COG0056	FoF1-type ATP synthase, alpha subunit	42
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	41
COG0058	Glucan phosphorylase	26
