COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	303
COG0002	N-acetyl-gamma-glutamylphosphate reductase	130
COG0003	Anion-transporting ATPase, ArsA/GET3 family	112
COG0004	Ammonia channel protein AmtB	175
COG0005	Purine nucleoside phosphorylase	171
COG0006	Xaa-Pro aminopeptidase	379
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	73
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	751
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	392
COG0010	Arginase family enzyme	262
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	36
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	779
COG0013	Alanyl-tRNA synthetase	1092
COG0014	Gamma-glutamyl phosphate reductase	120
COG0015	Adenylosuccinate lyase	410
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	599
COG0017	Aspartyl/asparaginyl-tRNA synthetase	510
COG0018	Arginyl-tRNA synthetase	932
COG0019	Diaminopimelate decarboxylase	275
COG0020	Undecaprenyl pyrophosphate synthase	464
COG0021	Transketolase	270
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	540
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	96
COG0024	Methionine aminopeptidase	511
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	34
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	70
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	17
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	603
COG0029	Aspartate oxidase	109
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	362
COG0031	Cysteine synthase	285
COG0033	Phosphoglucomutase	7
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	534
COG0035	Uracil phosphoribosyltransferase	28
COG0036	Pentose-5-phosphate-3-epimerase	394
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	227
COG0038	H+/Cl- antiporter ClcA	10
COG0039	Malate/lactate dehydrogenase	177
COG0040	ATP phosphoribosyltransferase	150
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	172
COG0042	tRNA-dihydrouridine synthase	103
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	231
COG0044	Dihydroorotase or related cyclic amidohydrolase	473
COG0045	Succinyl-CoA synthetase, beta subunit	238
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	493
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	264
COG0048	Ribosomal protein S12	394
COG0049	Ribosomal protein S7	379
COG0050	Translation elongation factor EF-Tu, a GTPase	638
COG0051	Ribosomal protein S10	381
COG0052	Ribosomal protein S2	507
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	150
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	93
COG0055	FoF1-type ATP synthase, beta subunit	524
COG0056	FoF1-type ATP synthase, alpha subunit	523
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	672
COG0058	Glucan phosphorylase	147
COG0059	Ketol-acid reductoisomerase	144
COG0060	Isoleucyl-tRNA synthetase	1462
COG0061	NAD kinase	172
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	110
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	293
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	854
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	257
COG0066	3-isopropylmalate dehydratase small subunit	123
COG0067	Glutamate synthase domain 1	108
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	14
COG0069	Glutamate synthase domain 2	127
COG0070	Glutamate synthase domain 3	82
COG0071	Molecular chaperone IbpA, HSP20 family	264
COG0072	Phenylalanyl-tRNA synthetase beta subunit	868
COG0073	tRNA-binding EMAP/Myf domain	273
COG0074	Succinyl-CoA synthetase, alpha subunit	169
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	190
COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	51
COG0077	Prephenate dehydratase	187
COG0078	Ornithine carbamoyltransferase	254
COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	284
COG0080	Ribosomal protein L11	393
COG0081	Ribosomal protein L1	335
COG0082	Chorismate synthase	146
COG0083	Homoserine kinase	102
COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	479
COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	1638
COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	1431
COG0087	Ribosomal protein L3	433
COG0088	Ribosomal protein L4	370
COG0089	Ribosomal protein L23	335
COG0090	Ribosomal protein L2	445
COG0091	Ribosomal protein L22	320
COG0092	Ribosomal protein S3	440
COG0093	Ribosomal protein L14	401
COG0094	Ribosomal protein L5	433
COG0095	Lipoate-protein ligase A	155
COG0096	Ribosomal protein S8	423
COG0097	Ribosomal protein L6P/L9E	437
COG0098	Ribosomal protein S5	342
COG0099	Ribosomal protein S13	384
COG0100	Ribosomal protein S11	333
COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	87
COG0102	Ribosomal protein L13	378
COG0103	Ribosomal protein S9	318
COG0104	Adenylosuccinate synthase	451
COG0105	Nucleoside diphosphate kinase	383
COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	113
COG0107	Imidazole glycerol phosphate synthase subunit HisF	216
COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	124
COG0109	Polyprenyltransferase (heme O synthase)	97
COG0110	Acetyltransferase (isoleucine patch superfamily)	300
COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	481
COG0112	Glycine/serine hydroxymethyltransferase	648
COG0113	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	144
COG0114	Fumarate hydratase class II	104
COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	361
COG0116	23S rRNA G2445 N2-methylase RlmL	45
COG0117	Pyrimidine deaminase domain of riboflavin biosynthesis protein RibD	91
COG0118	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	167
COG0119	Isopropylmalate/homocitrate/citramalate synthases	340
COG0120	Ribose 5-phosphate isomerase	43
COG0121	Predicted glutamine amidotransferase	19
COG0122	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	127
COG0123	Acetoin utilization deacetylase AcuC or a related deacetylase	137
COG0124	Histidyl-tRNA synthetase	830
COG0125	Thymidylate kinase	436
COG0126	3-phosphoglycerate kinase	568
COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	240
COG0128	5-enolpyruvylshikimate-3-phosphate synthase	156
COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase	182
COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	263
COG0131	Imidazoleglycerol phosphate dehydratase HisB	136
COG0132	Dethiobiotin synthetase	70
COG0133	Tryptophan synthase beta chain	186
COG0134	Indole-3-glycerol phosphate synthase	115
COG0135	Phosphoribosylanthranilate isomerase	107
COG0136	Aspartate-semialdehyde dehydrogenase	179
COG0137	Argininosuccinate synthase	245
COG0138	AICAR transformylase/IMP cyclohydrolase PurH	334
COG0139	Phosphoribosyl-AMP cyclohydrolase	80
COG0140	Phosphoribosyl-ATP pyrophosphohydrolase	43
COG0141	Histidinol dehydrogenase	144
COG0142	Geranylgeranyl pyrophosphate synthase	396
COG0143	Methionyl-tRNA synthetase	977
COG0144	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	132
COG0145	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	121
COG0146	N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit	166
COG0147	Anthranilate/para-aminobenzoate synthases component I	264
COG0148	Enolase	479
COG0149	Triosephosphate isomerase	436
COG0150	Phosphoribosylaminoimidazole (AIR) synthetase	350
COG0151	Phosphoribosylamine-glycine ligase	475
COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase	337
COG0153	Galactokinase	26
COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	969
COG0155	Sulfite reductase, beta subunit (hemoprotein)	191
COG0156	7-keto-8-aminopelargonate synthetase or related enzyme	289
COG0157	Nicotinate-nucleotide pyrophosphorylase	113
COG0158	Fructose-1,6-bisphosphatase	83
COG0159	Tryptophan synthase alpha chain	135
COG0160	4-aminobutyrate aminotransferase or related aminotransferase	328
COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	189
COG0162	Tyrosyl-tRNA synthetase	692
COG0163	3-polyprenyl-4-hydroxybenzoate decarboxylase	57
COG0164	Ribonuclease HII	387
COG0165	Argininosuccinate lyase	202
COG0166	Glucose-6-phosphate isomerase	171
COG0167	Dihydroorotate dehydrogenase	367
COG0168	Trk-type K+ transport system, membrane component	62
COG0169	Shikimate 5-dehydrogenase	165
COG0170	Dolichol kinase	68
COG0171	NH3-dependent NAD+ synthetase	220
COG0172	Seryl-tRNA synthetase	821
COG0173	Aspartyl-tRNA synthetase	604
COG0174	Glutamine synthetase	476
COG0175	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	136
COG0176	Transaldolase	285
COG0177	Endonuclease III	463
COG0178	Excinuclease UvrABC ATPase subunit	1049
COG0179	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	154
COG0180	Tryptophanyl-tRNA synthetase	667
COG0181	Porphobilinogen deaminase	98
COG0182	Methylthioribose-1-phosphate isomerase (methionine salvage pathway), a paralog of eIF-2B alpha subunit	159
COG0183	Acetyl-CoA acetyltransferase	629
COG0184	Ribosomal protein S15P/S13E	363
COG0185	Ribosomal protein S19	316
COG0186	Ribosomal protein S17	370
COG0187	DNA gyrase/topoisomerase IV, subunit B	1113
COG0188	DNA gyrase/topoisomerase IV, subunit A	1149
COG0189	Glutathione synthase/RimK-type ligase, ATP-grasp superfamily	178
COG0190	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	427
COG0191	Fructose/tagatose bisphosphate aldolase	190
COG0192	S-adenosylmethionine synthetase	384
COG0193	Peptidyl-tRNA hydrolase	335
COG0194	Guanylate kinase	113
COG0195	Transcription antitermination factor NusA, contains S1 and KH domains	319
COG0196	FAD synthase	136
COG0197	Ribosomal protein L16/L10AE	366
COG0198	Ribosomal protein L24	303
COG0199	Ribosomal protein S14	114
COG0200	Ribosomal protein L15	276
COG0201	Preprotein translocase subunit SecY	837
COG0202	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	571
COG0203	Ribosomal protein L17	250
COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase	251
COG0205	6-phosphofructokinase	99
COG0206	Cell division GTPase FtsZ	831
COG0207	Thymidylate synthase	319
COG0208	Ribonucleotide reductase beta subunit, ferritin-like domain	125
COG0209	Ribonucleotide reductase alpha subunit	1141
COG0210	Superfamily I DNA or RNA helicase	1052
COG0211	Ribosomal protein L27	250
COG0212	5-formyltetrahydrofolate cyclo-ligase	115
COG0213	Thymidine phosphorylase	191
COG0214	Pyridoxal biosynthesis lyase PdxS	52
COG0215	Cysteinyl-tRNA synthetase	957
COG0216	Protein chain release factor A	372
COG0217	Transcriptional and/or translational regulatory protein YebC/TACO1	325
COG0218	GTP-binding protein EngB required for normal cell division	33
COG0219	tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain	21
COG0220	tRNA G46 methylase TrmB	35
COG0221	Inorganic pyrophosphatase	74
COG0222	Ribosomal protein L7/L12	246
COG0223	Methionyl-tRNA formyltransferase	435
COG0224	FoF1-type ATP synthase, gamma subunit	375
COG0225	Peptide methionine sulfoxide reductase MsrA	421
COG0226	ABC-type phosphate transport system, periplasmic component	114
COG0227	Ribosomal protein L28	82
COG0228	Ribosomal protein S16	237
COG0229	Peptide methionine sulfoxide reductase MsrB	363
COG0230	Ribosomal protein L34	56
COG0231	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	386
COG0232	dGTP triphosphohydrolase	69
COG0233	Ribosome recycling factor	289
COG0234	Co-chaperonin GroES (HSP10)	383
COG0235	Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase	90
COG0236	Acyl carrier protein	240
COG0237	Dephospho-CoA kinase	178
COG0238	Ribosomal protein S18	163
COG0239	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	36
COG0240	Glycerol-3-phosphate dehydrogenase	145
COG0241	Histidinol phosphatase or a related phosphatase	216
COG0242	Peptide deformylase	366
COG0243	Anaerobic selenocysteine-containing dehydrogenase	238
