COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	664
COG0002	N-acetyl-gamma-glutamylphosphate reductase	350
COG0003	Anion-transporting ATPase, ArsA/GET3 family	316
COG0004	Ammonia channel protein AmtB	527
COG0005	Purine nucleoside phosphorylase	344
COG0006	Xaa-Pro aminopeptidase	1228
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	231
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	649
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	307
COG0010	Arginase family enzyme	393
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	33
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	352
COG0013	Alanyl-tRNA synthetase	694
COG0014	Gamma-glutamyl phosphate reductase	172
COG0015	Adenylosuccinate lyase	482
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	308
COG0017	Aspartyl/asparaginyl-tRNA synthetase	250
COG0018	Arginyl-tRNA synthetase	446
COG0019	Diaminopimelate decarboxylase	410
COG0020	Undecaprenyl pyrophosphate synthase	344
COG0021	Transketolase	547
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	1007
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	40
COG0024	Methionine aminopeptidase	330
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	301
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	163
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	13
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	2235
COG0029	Aspartate oxidase	292
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	328
COG0031	Cysteine synthase	738
COG0033	Phosphoglucomutase	114
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	375
COG0035	Uracil phosphoribosyltransferase	113
COG0036	Pentose-5-phosphate-3-epimerase	299
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	323
COG0038	H+/Cl- antiporter ClcA	537
COG0039	Malate/lactate dehydrogenase	350
COG0040	ATP phosphoribosyltransferase	230
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	229
COG0042	tRNA-dihydrouridine synthase	229
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	658
COG0044	Dihydroorotase or related cyclic amidohydrolase	751
COG0045	Succinyl-CoA synthetase, beta subunit	415
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	514
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	251
COG0048	Ribosomal protein S12	203
COG0049	Ribosomal protein S7	237
COG0050	Translation elongation factor EF-Tu, a GTPase	641
COG0051	Ribosomal protein S10	203
COG0052	Ribosomal protein S2	279
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	428
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	186
COG0055	FoF1-type ATP synthase, beta subunit	462
COG0056	FoF1-type ATP synthase, alpha subunit	439
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	387
COG0058	Glucan phosphorylase	538
COG0059	Ketol-acid reductoisomerase	289
COG0060	Isoleucyl-tRNA synthetase	629
COG0061	NAD kinase	270
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	224
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	297
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	428
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	504
COG0066	3-isopropylmalate dehydratase small subunit	343
COG0067	Glutamate synthase domain 1	302
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	208
COG0069	Glutamate synthase domain 2	377
COG0070	Glutamate synthase domain 3	236
COG0071	Molecular chaperone IbpA, HSP20 family	874
COG0072	Phenylalanyl-tRNA synthetase beta subunit	463
COG0073	tRNA-binding EMAP/Myf domain	244
COG0074	Succinyl-CoA synthetase, alpha subunit	375
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	457
COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	439
COG0077	Prephenate dehydratase	264
COG0078	Ornithine carbamoyltransferase	335
COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	549
COG0080	Ribosomal protein L11	234
COG0081	Ribosomal protein L1	266
COG0082	Chorismate synthase	353
COG0083	Homoserine kinase	194
COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	271
COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	814
COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	663
COG0087	Ribosomal protein L3	279
COG0088	Ribosomal protein L4	216
COG0089	Ribosomal protein L23	207
COG0090	Ribosomal protein L2	275
COG0091	Ribosomal protein L22	211
COG0092	Ribosomal protein S3	262
COG0093	Ribosomal protein L14	223
COG0094	Ribosomal protein L5	234
COG0095	Lipoate-protein ligase A	93
COG0096	Ribosomal protein S8	220
COG0097	Ribosomal protein L6P/L9E	244
COG0098	Ribosomal protein S5	238
COG0099	Ribosomal protein S13	230
COG0100	Ribosomal protein S11	228
COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	272
COG0102	Ribosomal protein L13	219
COG0103	Ribosomal protein S9	218
COG0104	Adenylosuccinate synthase	422
COG0105	Nucleoside diphosphate kinase	237
COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	223
COG0107	Imidazole glycerol phosphate synthase subunit HisF	260
COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	241
COG0109	Polyprenyltransferase (heme O synthase)	328
COG0110	Acetyltransferase (isoleucine patch superfamily)	435
COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	1135
COG0112	Glycine/serine hydroxymethyltransferase	442
COG0113	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	329
COG0114	Fumarate hydratase class II	346
COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	586
COG0116	23S rRNA G2445 N2-methylase RlmL	47
COG0117	Pyrimidine deaminase domain of riboflavin biosynthesis protein RibD	182
COG0118	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	236
COG0119	Isopropylmalate/homocitrate/citramalate synthases	888
COG0120	Ribose 5-phosphate isomerase	126
COG0121	Predicted glutamine amidotransferase	49
COG0122	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	377
COG0123	Acetoin utilization deacetylase AcuC or a related deacetylase	359
COG0124	Histidyl-tRNA synthetase	407
COG0125	Thymidylate kinase	351
COG0126	3-phosphoglycerate kinase	383
COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	244
COG0128	5-enolpyruvylshikimate-3-phosphate synthase	336
COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase	677
COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	262
COG0131	Imidazoleglycerol phosphate dehydratase HisB	211
COG0132	Dethiobiotin synthetase	90
COG0133	Tryptophan synthase beta chain	366
COG0134	Indole-3-glycerol phosphate synthase	265
COG0135	Phosphoribosylanthranilate isomerase	236
COG0136	Aspartate-semialdehyde dehydrogenase	334
COG0137	Argininosuccinate synthase	360
COG0138	AICAR transformylase/IMP cyclohydrolase PurH	422
COG0139	Phosphoribosyl-AMP cyclohydrolase	169
COG0140	Phosphoribosyl-ATP pyrophosphohydrolase	81
COG0141	Histidinol dehydrogenase	318
COG0142	Geranylgeranyl pyrophosphate synthase	611
COG0143	Methionyl-tRNA synthetase	453
COG0144	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	221
COG0145	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	916
COG0146	N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit	873
COG0147	Anthranilate/para-aminobenzoate synthases component I	395
COG0148	Enolase	483
COG0149	Triosephosphate isomerase	285
COG0150	Phosphoribosylaminoimidazole (AIR) synthetase	284
COG0151	Phosphoribosylamine-glycine ligase	360
COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase	290
COG0153	Galactokinase	241
COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	1902
COG0155	Sulfite reductase, beta subunit (hemoprotein)	403
COG0156	7-keto-8-aminopelargonate synthetase or related enzyme	476
COG0157	Nicotinate-nucleotide pyrophosphorylase	232
COG0158	Fructose-1,6-bisphosphatase	46
COG0159	Tryptophan synthase alpha chain	283
COG0160	4-aminobutyrate aminotransferase or related aminotransferase	688
COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	486
COG0162	Tyrosyl-tRNA synthetase	350
COG0163	3-polyprenyl-4-hydroxybenzoate decarboxylase	157
COG0164	Ribonuclease HII	232
COG0165	Argininosuccinate lyase	405
COG0166	Glucose-6-phosphate isomerase	355
COG0167	Dihydroorotate dehydrogenase	376
COG0168	Trk-type K+ transport system, membrane component	5
COG0169	Shikimate 5-dehydrogenase	290
COG0170	Dolichol kinase	15
COG0171	NH3-dependent NAD+ synthetase	309
COG0172	Seryl-tRNA synthetase	390
COG0173	Aspartyl-tRNA synthetase	460
COG0174	Glutamine synthetase	893
COG0175	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	449
COG0176	Transaldolase	462
COG0177	Endonuclease III	356
COG0178	Excinuclease UvrABC ATPase subunit	1133
