COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	93
COG0002	N-acetyl-gamma-glutamylphosphate reductase	59
COG0003	Anion-transporting ATPase, ArsA/GET3 family	27
COG0004	Ammonia channel protein AmtB	86
COG0005	Purine nucleoside phosphorylase	45
COG0006	Xaa-Pro aminopeptidase	126
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	28
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	99
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	38
COG0010	Arginase family enzyme	68
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	1
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	60
COG0013	Alanyl-tRNA synthetase	114
COG0014	Gamma-glutamyl phosphate reductase	37
COG0015	Adenylosuccinate lyase	74
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	39
COG0017	Aspartyl/asparaginyl-tRNA synthetase	34
COG0018	Arginyl-tRNA synthetase	71
COG0019	Diaminopimelate decarboxylase	85
COG0020	Undecaprenyl pyrophosphate synthase	59
COG0021	Transketolase	108
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	120
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	3
COG0024	Methionine aminopeptidase	53
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	38
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	20
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	2
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	255
COG0029	Aspartate oxidase	38
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	41
COG0031	Cysteine synthase	110
COG0033	Phosphoglucomutase	49
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	90
COG0035	Uracil phosphoribosyltransferase	26
COG0036	Pentose-5-phosphate-3-epimerase	39
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	47
COG0038	H+/Cl- antiporter ClcA	7
COG0039	Malate/lactate dehydrogenase	55
COG0040	ATP phosphoribosyltransferase	36
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	36
COG0042	tRNA-dihydrouridine synthase	48
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	60
COG0044	Dihydroorotase or related cyclic amidohydrolase	125
COG0045	Succinyl-CoA synthetase, beta subunit	69
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	109
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	38
COG0048	Ribosomal protein S12	30
COG0049	Ribosomal protein S7	40
COG0050	Translation elongation factor EF-Tu, a GTPase	126
COG0051	Ribosomal protein S10	35
COG0052	Ribosomal protein S2	52
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	84
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	29
COG0055	FoF1-type ATP synthase, beta subunit	103
COG0056	FoF1-type ATP synthase, alpha subunit	90
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	63
COG0058	Glucan phosphorylase	88
COG0059	Ketol-acid reductoisomerase	35
COG0060	Isoleucyl-tRNA synthetase	122
COG0061	NAD kinase	33
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	25
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	29
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	64
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	95
COG0066	3-isopropylmalate dehydratase small subunit	61
COG0067	Glutamate synthase domain 1	38
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	7
COG0069	Glutamate synthase domain 2	92
COG0070	Glutamate synthase domain 3	42
COG0071	Molecular chaperone IbpA, HSP20 family	38
COG0072	Phenylalanyl-tRNA synthetase beta subunit	83
COG0073	tRNA-binding EMAP/Myf domain	32
COG0074	Succinyl-CoA synthetase, alpha subunit	57
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	79
COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	78
COG0077	Prephenate dehydratase	29
COG0078	Ornithine carbamoyltransferase	52
COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	91
COG0080	Ribosomal protein L11	32
COG0081	Ribosomal protein L1	44
COG0082	Chorismate synthase	54
COG0083	Homoserine kinase	21
COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	35
COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	180
COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	147
COG0087	Ribosomal protein L3	47
COG0088	Ribosomal protein L4	37
COG0089	Ribosomal protein L23	27
COG0090	Ribosomal protein L2	61
COG0091	Ribosomal protein L22	34
COG0092	Ribosomal protein S3	42
COG0093	Ribosomal protein L14	41
COG0094	Ribosomal protein L5	41
COG0095	Lipoate-protein ligase A	7
COG0096	Ribosomal protein S8	39
COG0097	Ribosomal protein L6P/L9E	43
COG0098	Ribosomal protein S5	41
COG0099	Ribosomal protein S13	35
COG0100	Ribosomal protein S11	36
COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	44
COG0102	Ribosomal protein L13	46
COG0103	Ribosomal protein S9	39
COG0104	Adenylosuccinate synthase	72
COG0105	Nucleoside diphosphate kinase	33
COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	50
COG0107	Imidazole glycerol phosphate synthase subunit HisF	39
COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	35
COG0109	Polyprenyltransferase (heme O synthase)	43
COG0110	Acetyltransferase (isoleucine patch superfamily)	49
COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	158
COG0112	Glycine/serine hydroxymethyltransferase	74
COG0113	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	53
COG0114	Fumarate hydratase class II	50
COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	89
COG0116	23S rRNA G2445 N2-methylase RlmL	15
COG0117	Pyrimidine deaminase domain of riboflavin biosynthesis protein RibD	25
COG0118	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	38
COG0119	Isopropylmalate/homocitrate/citramalate synthases	147
COG0120	Ribose 5-phosphate isomerase	16
COG0121	Predicted glutamine amidotransferase	7
COG0122	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	51
COG0123	Acetoin utilization deacetylase AcuC or a related deacetylase	52
COG0124	Histidyl-tRNA synthetase	58
COG0125	Thymidylate kinase	45
COG0126	3-phosphoglycerate kinase	59
COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	38
COG0128	5-enolpyruvylshikimate-3-phosphate synthase	63
COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase	174
COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	51
COG0131	Imidazoleglycerol phosphate dehydratase HisB	28
COG0132	Dethiobiotin synthetase	6
COG0133	Tryptophan synthase beta chain	59
COG0134	Indole-3-glycerol phosphate synthase	52
COG0135	Phosphoribosylanthranilate isomerase	32
COG0136	Aspartate-semialdehyde dehydrogenase	63
COG0137	Argininosuccinate synthase	66
COG0138	AICAR transformylase/IMP cyclohydrolase PurH	74
COG0139	Phosphoribosyl-AMP cyclohydrolase	18
COG0140	Phosphoribosyl-ATP pyrophosphohydrolase	18
COG0141	Histidinol dehydrogenase	70
COG0142	Geranylgeranyl pyrophosphate synthase	103
COG0143	Methionyl-tRNA synthetase	67
COG0144	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	42
COG0145	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	95
COG0146	N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit	81
COG0147	Anthranilate/para-aminobenzoate synthases component I	76
COG0148	Enolase	80
COG0149	Triosephosphate isomerase	47
COG0150	Phosphoribosylaminoimidazole (AIR) synthetase	50
COG0151	Phosphoribosylamine-glycine ligase	65
COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase	56
COG0153	Galactokinase	19
COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	327
COG0155	Sulfite reductase, beta subunit (hemoprotein)	31
COG0156	7-keto-8-aminopelargonate synthetase or related enzyme	68
COG0157	Nicotinate-nucleotide pyrophosphorylase	32
COG0158	Fructose-1,6-bisphosphatase	14
COG0159	Tryptophan synthase alpha chain	42
COG0160	4-aminobutyrate aminotransferase or related aminotransferase	98
COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	89
COG0162	Tyrosyl-tRNA synthetase	53
COG0163	3-polyprenyl-4-hydroxybenzoate decarboxylase	25
COG0164	Ribonuclease HII	33
COG0165	Argininosuccinate lyase	69
COG0166	Glucose-6-phosphate isomerase	49
COG0167	Dihydroorotate dehydrogenase	69
COG0168	Trk-type K+ transport system, membrane component	2
COG0169	Shikimate 5-dehydrogenase	52
COG0170	Dolichol kinase	1
COG0171	NH3-dependent NAD+ synthetase	44
COG0172	Seryl-tRNA synthetase	53
COG0173	Aspartyl-tRNA synthetase	89
COG0174	Glutamine synthetase	154
COG0175	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	43
COG0176	Transaldolase	57
COG0177	Endonuclease III	47
COG0178	Excinuclease UvrABC ATPase subunit	229
COG0179	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	111
COG0180	Tryptophanyl-tRNA synthetase	57
COG0181	Porphobilinogen deaminase	43
COG0182	Methylthioribose-1-phosphate isomerase (methionine salvage pathway), a paralog of eIF-2B alpha subunit	29
COG0183	Acetyl-CoA acetyltransferase	323
COG0184	Ribosomal protein S15P/S13E	33
COG0185	Ribosomal protein S19	34
COG0186	Ribosomal protein S17	32
COG0187	DNA gyrase/topoisomerase IV, subunit B	138
COG0188	DNA gyrase/topoisomerase IV, subunit A	176
COG0189	Glutathione synthase/RimK-type ligase, ATP-grasp superfamily	37
COG0190	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	63
COG0191	Fructose/tagatose bisphosphate aldolase	19
COG0192	S-adenosylmethionine synthetase	72
COG0193	Peptidyl-tRNA hydrolase	41
COG0194	Guanylate kinase	43
COG0195	Transcription antitermination factor NusA, contains S1 and KH domains	52
COG0196	FAD synthase	42
COG0197	Ribosomal protein L16/L10AE	36
COG0198	Ribosomal protein L24	30
COG0199	Ribosomal protein S14	22
COG0200	Ribosomal protein L15	43
COG0201	Preprotein translocase subunit SecY	73
COG0202	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	71
COG0203	Ribosomal protein L17	43
COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase	100
COG0205	6-phosphofructokinase	56
COG0206	Cell division GTPase FtsZ	81
COG0207	Thymidylate synthase	29
COG0208	Ribonucleotide reductase beta subunit, ferritin-like domain	18
COG0209	Ribonucleotide reductase alpha subunit	132
COG0210	Superfamily I DNA or RNA helicase	195
COG0211	Ribosomal protein L27	24
COG0212	5-formyltetrahydrofolate cyclo-ligase	10
COG0213	Thymidine phosphorylase	45
COG0214	Pyridoxal biosynthesis lyase PdxS	32
COG0215	Cysteinyl-tRNA synthetase	101
COG0216	Protein chain release factor A	68
COG0217	Transcriptional and/or translational regulatory protein YebC/TACO1	50
COG0218	GTP-binding protein EngB required for normal cell division	23
COG0219	tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain	17
COG0220	tRNA G46 methylase TrmB	15
COG0221	Inorganic pyrophosphatase	18
COG0222	Ribosomal protein L7/L12	48
COG0223	Methionyl-tRNA formyltransferase	47
COG0224	FoF1-type ATP synthase, gamma subunit	48
COG0225	Peptide methionine sulfoxide reductase MsrA	45
COG0226	ABC-type phosphate transport system, periplasmic component	65
COG0227	Ribosomal protein L28	22
COG0228	Ribosomal protein S16	31
COG0229	Peptide methionine sulfoxide reductase MsrB	48
COG0230	Ribosomal protein L34	13
COG0231	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	39
COG0232	dGTP triphosphohydrolase	25
COG0233	Ribosome recycling factor	38
COG0234	Co-chaperonin GroES (HSP10)	58
COG0235	Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase	63
