COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	499
COG0002	N-acetyl-gamma-glutamylphosphate reductase	202
COG0003	Anion-transporting ATPase, ArsA/GET3 family	142
COG0004	Ammonia channel protein AmtB	317
COG0005	Purine nucleoside phosphorylase	148
COG0006	Xaa-Pro aminopeptidase	492
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	137
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	279
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	137
COG0010	Arginase family enzyme	271
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	8
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	180
COG0013	Alanyl-tRNA synthetase	371
COG0014	Gamma-glutamyl phosphate reductase	68
COG0015	Adenylosuccinate lyase	324
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	175
COG0017	Aspartyl/asparaginyl-tRNA synthetase	101
COG0018	Arginyl-tRNA synthetase	256
COG0019	Diaminopimelate decarboxylase	230
COG0020	Undecaprenyl pyrophosphate synthase	162
COG0021	Transketolase	375
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	682
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	8
COG0024	Methionine aminopeptidase	164
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	161
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	54
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	2
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	933
COG0029	Aspartate oxidase	154
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	171
COG0031	Cysteine synthase	396
COG0033	Phosphoglucomutase	84
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	282
