COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	20
COG0002	N-acetyl-gamma-glutamylphosphate reductase	21
COG0003	Anion-transporting ATPase, ArsA/GET3 family	20
COG0004	Ammonia channel protein AmtB	43
COG0005	Purine nucleoside phosphorylase	11
COG0006	Xaa-Pro aminopeptidase	38
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	8
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	44
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	14
COG0010	Arginase family enzyme	20
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	5
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	21
COG0013	Alanyl-tRNA synthetase	44
COG0014	Gamma-glutamyl phosphate reductase	22
COG0015	Adenylosuccinate lyase	31
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	26
COG0017	Aspartyl/asparaginyl-tRNA synthetase	26
COG0018	Arginyl-tRNA synthetase	30
COG0019	Diaminopimelate decarboxylase	45
COG0020	Undecaprenyl pyrophosphate synthase	29
COG0021	Transketolase	19
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	29
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	2
COG0024	Methionine aminopeptidase	29
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	3
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	1
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	57
COG0029	Aspartate oxidase	25
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	16
COG0031	Cysteine synthase	43
COG0033	Phosphoglucomutase	6
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	29
COG0035	Uracil phosphoribosyltransferase	16
COG0036	Pentose-5-phosphate-3-epimerase	19
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	38
COG0038	H+/Cl- antiporter ClcA	20
COG0039	Malate/lactate dehydrogenase	18
COG0040	ATP phosphoribosyltransferase	22
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	14
COG0042	tRNA-dihydrouridine synthase	20
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	12
COG0044	Dihydroorotase or related cyclic amidohydrolase	42
COG0045	Succinyl-CoA synthetase, beta subunit	9
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	30
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	17
COG0048	Ribosomal protein S12	11
COG0049	Ribosomal protein S7	16
COG0050	Translation elongation factor EF-Tu, a GTPase	29
COG0051	Ribosomal protein S10	15
COG0052	Ribosomal protein S2	21
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	36
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	10
COG0055	FoF1-type ATP synthase, beta subunit	15
COG0056	FoF1-type ATP synthase, alpha subunit	17
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	33
COG0058	Glucan phosphorylase	29
COG0059	Ketol-acid reductoisomerase	22
COG0060	Isoleucyl-tRNA synthetase	47
COG0061	NAD kinase	14
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	11
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	15
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	18
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	38
COG0066	3-isopropylmalate dehydratase small subunit	19
COG0067	Glutamate synthase domain 1	13
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	19
COG0069	Glutamate synthase domain 2	33
COG0070	Glutamate synthase domain 3	14
COG0071	Molecular chaperone IbpA, HSP20 family	21
COG0072	Phenylalanyl-tRNA synthetase beta subunit	30
COG0073	tRNA-binding EMAP/Myf domain	26
COG0074	Succinyl-CoA synthetase, alpha subunit	7
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	25
COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	11
COG0077	Prephenate dehydratase	18
COG0078	Ornithine carbamoyltransferase	31
COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	36
COG0080	Ribosomal protein L11	19
COG0081	Ribosomal protein L1	17
COG0082	Chorismate synthase	24
COG0083	Homoserine kinase	9
COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	21
COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	52
COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	45
COG0087	Ribosomal protein L3	18
COG0088	Ribosomal protein L4	16
COG0089	Ribosomal protein L23	14
COG0090	Ribosomal protein L2	18
COG0091	Ribosomal protein L22	15
COG0092	Ribosomal protein S3	20
COG0093	Ribosomal protein L14	16
COG0094	Ribosomal protein L5	18
COG0095	Lipoate-protein ligase A	18
COG0096	Ribosomal protein S8	15
COG0097	Ribosomal protein L6P/L9E	18
COG0098	Ribosomal protein S5	17
COG0099	Ribosomal protein S13	14
COG0100	Ribosomal protein S11	16
COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	23
COG0102	Ribosomal protein L13	16
COG0103	Ribosomal protein S9	15
COG0104	Adenylosuccinate synthase	27
COG0105	Nucleoside diphosphate kinase	12
COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	18
COG0107	Imidazole glycerol phosphate synthase subunit HisF	26
COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	18
COG0109	Polyprenyltransferase (heme O synthase)	1
COG0110	Acetyltransferase (isoleucine patch superfamily)	20
COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	50
COG0112	Glycine/serine hydroxymethyltransferase	28
COG0113	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	10
COG0114	Fumarate hydratase class II	12
