COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	122
COG0002	N-acetyl-gamma-glutamylphosphate reductase	96
COG0003	Anion-transporting ATPase, ArsA/GET3 family	50
COG0004	Ammonia channel protein AmtB	250
COG0005	Purine nucleoside phosphorylase	43
COG0006	Xaa-Pro aminopeptidase	148
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	133
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	277
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	131
COG0010	Arginase family enzyme	74
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	4
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	130
COG0013	Alanyl-tRNA synthetase	225
COG0014	Gamma-glutamyl phosphate reductase	99
COG0015	Adenylosuccinate lyase	134
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	105
COG0017	Aspartyl/asparaginyl-tRNA synthetase	16
COG0018	Arginyl-tRNA synthetase	142
COG0019	Diaminopimelate decarboxylase	253
COG0020	Undecaprenyl pyrophosphate synthase	69
COG0021	Transketolase	210
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	60
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	35
COG0024	Methionine aminopeptidase	117
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	82
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	115
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	93
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	305
COG0029	Aspartate oxidase	118
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	74
COG0031	Cysteine synthase	191
COG0033	Phosphoglucomutase	60
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	145
COG0035	Uracil phosphoribosyltransferase	75
COG0036	Pentose-5-phosphate-3-epimerase	96
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	158
COG0038	H+/Cl- antiporter ClcA	72
COG0039	Malate/lactate dehydrogenase	78
COG0040	ATP phosphoribosyltransferase	76
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	54
COG0042	tRNA-dihydrouridine synthase	222
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	114
COG0044	Dihydroorotase or related cyclic amidohydrolase	161
COG0045	Succinyl-CoA synthetase, beta subunit	112
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	170
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	96
COG0048	Ribosomal protein S12	63
COG0049	Ribosomal protein S7	69
COG0050	Translation elongation factor EF-Tu, a GTPase	303
COG0051	Ribosomal protein S10	62
COG0052	Ribosomal protein S2	77
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	94
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	64
COG0055	FoF1-type ATP synthase, beta subunit	139
COG0056	FoF1-type ATP synthase, alpha subunit	156
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	264
COG0058	Glucan phosphorylase	112
COG0059	Ketol-acid reductoisomerase	93
COG0060	Isoleucyl-tRNA synthetase	252
COG0061	NAD kinase	92
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	64
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	81
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	132
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	116
COG0066	3-isopropylmalate dehydratase small subunit	89
COG0067	Glutamate synthase domain 1	113
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	33
COG0069	Glutamate synthase domain 2	186
COG0070	Glutamate synthase domain 3	95
COG0071	Molecular chaperone IbpA, HSP20 family	119
COG0072	Phenylalanyl-tRNA synthetase beta subunit	136
COG0073	tRNA-binding EMAP/Myf domain	130
COG0074	Succinyl-CoA synthetase, alpha subunit	95
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	67
