COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	23
COG0002	N-acetyl-gamma-glutamylphosphate reductase	12
COG0003	Anion-transporting ATPase, ArsA/GET3 family	33
COG0004	Ammonia channel protein AmtB	13
COG0005	Purine nucleoside phosphorylase	10
COG0006	Xaa-Pro aminopeptidase	41
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	10
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	12
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	13
COG0010	Arginase family enzyme	55
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	11
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	24
COG0013	Alanyl-tRNA synthetase	21
COG0014	Gamma-glutamyl phosphate reductase	3
COG0015	Adenylosuccinate lyase	14
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	12
COG0017	Aspartyl/asparaginyl-tRNA synthetase	13
COG0018	Arginyl-tRNA synthetase	14
COG0019	Diaminopimelate decarboxylase	13
COG0020	Undecaprenyl pyrophosphate synthase	25
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	31
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	11
COG0024	Methionine aminopeptidase	13
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	21
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	11
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	25
COG0029	Aspartate oxidase	10
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	9
COG0031	Cysteine synthase	33
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	9
COG0035	Uracil phosphoribosyltransferase	13
COG0036	Pentose-5-phosphate-3-epimerase	1
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	13
COG0038	H+/Cl- antiporter ClcA	2
COG0039	Malate/lactate dehydrogenase	11
COG0040	ATP phosphoribosyltransferase	11
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	14
COG0042	tRNA-dihydrouridine synthase	8
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	10
COG0044	Dihydroorotase or related cyclic amidohydrolase	32
COG0045	Succinyl-CoA synthetase, beta subunit	12
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	13
