COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	23
COG0002	N-acetyl-gamma-glutamylphosphate reductase	13
COG0003	Anion-transporting ATPase, ArsA/GET3 family	5
COG0004	Ammonia channel protein AmtB	22
COG0005	Purine nucleoside phosphorylase	12
COG0006	Xaa-Pro aminopeptidase	40
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	14
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	16
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	19
COG0010	Arginase family enzyme	3
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	2
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	25
COG0013	Alanyl-tRNA synthetase	30
COG0014	Gamma-glutamyl phosphate reductase	23
COG0015	Adenylosuccinate lyase	34
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	23
COG0017	Aspartyl/asparaginyl-tRNA synthetase	25
COG0018	Arginyl-tRNA synthetase	41
COG0019	Diaminopimelate decarboxylase	22
COG0020	Undecaprenyl pyrophosphate synthase	15
COG0021	Transketolase	64
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	12
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	1
COG0024	Methionine aminopeptidase	18
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	51
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	17
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	85
COG0029	Aspartate oxidase	2
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	17
COG0031	Cysteine synthase	32
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	23
COG0035	Uracil phosphoribosyltransferase	12
COG0036	Pentose-5-phosphate-3-epimerase	21
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	23
COG0038	H+/Cl- antiporter ClcA	18
COG0039	Malate/lactate dehydrogenase	14
COG0040	ATP phosphoribosyltransferase	16
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	10
COG0042	tRNA-dihydrouridine synthase	15
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	7
COG0044	Dihydroorotase or related cyclic amidohydrolase	39
COG0045	Succinyl-CoA synthetase, beta subunit	1
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	29
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	17
COG0048	Ribosomal protein S12	9
COG0049	Ribosomal protein S7	12
COG0050	Translation elongation factor EF-Tu, a GTPase	72
COG0051	Ribosomal protein S10	11
COG0052	Ribosomal protein S2	17
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	24
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	7
COG0055	FoF1-type ATP synthase, beta subunit	17
COG0056	FoF1-type ATP synthase, alpha subunit	31
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	28
COG0058	Glucan phosphorylase	14
COG0059	Ketol-acid reductoisomerase	23
COG0060	Isoleucyl-tRNA synthetase	40
COG0061	NAD kinase	9
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	7
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	13
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	27
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	43
COG0066	3-isopropylmalate dehydratase small subunit	20
COG0067	Glutamate synthase domain 1	23
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	1
COG0069	Glutamate synthase domain 2	36
COG0070	Glutamate synthase domain 3	13
COG0071	Molecular chaperone IbpA, HSP20 family	17
COG0072	Phenylalanyl-tRNA synthetase beta subunit	31
COG0073	tRNA-binding EMAP/Myf domain	24
COG0074	Succinyl-CoA synthetase, alpha subunit	3
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	32
COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	1
COG0077	Prephenate dehydratase	17
COG0078	Ornithine carbamoyltransferase	28
COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	27
COG0080	Ribosomal protein L11	17
COG0081	Ribosomal protein L1	17
COG0082	Chorismate synthase	44
COG0083	Homoserine kinase	10
COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	25
COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	40
COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	50
COG0087	Ribosomal protein L3	15
COG0088	Ribosomal protein L4	11
COG0089	Ribosomal protein L23	8
COG0090	Ribosomal protein L2	25
COG0091	Ribosomal protein L22	16
COG0092	Ribosomal protein S3	16
COG0093	Ribosomal protein L14	11
COG0094	Ribosomal protein L5	12
COG0095	Lipoate-protein ligase A	15
COG0096	Ribosomal protein S8	13
COG0097	Ribosomal protein L6P/L9E	18
COG0098	Ribosomal protein S5	17
COG0099	Ribosomal protein S13	10
COG0100	Ribosomal protein S11	12
COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	17
COG0102	Ribosomal protein L13	13
COG0103	Ribosomal protein S9	11
COG0104	Adenylosuccinate synthase	23
COG0105	Nucleoside diphosphate kinase	4
COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	13
COG0107	Imidazole glycerol phosphate synthase subunit HisF	14
COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	15
COG0109	Polyprenyltransferase (heme O synthase)	1
COG0110	Acetyltransferase (isoleucine patch superfamily)	17
COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	57
COG0112	Glycine/serine hydroxymethyltransferase	29
COG0113	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	16
COG0114	Fumarate hydratase class II	22
COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	36
COG0116	23S rRNA G2445 N2-methylase RlmL	28
COG0117	Pyrimidine deaminase domain of riboflavin biosynthesis protein RibD	8
COG0118	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	11
COG0119	Isopropylmalate/homocitrate/citramalate synthases	46
COG0120	Ribose 5-phosphate isomerase	12
COG0121	Predicted glutamine amidotransferase	1
COG0122	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	7
COG0123	Acetoin utilization deacetylase AcuC or a related deacetylase	3
COG0124	Histidyl-tRNA synthetase	27
COG0125	Thymidylate kinase	20
COG0126	3-phosphoglycerate kinase	21
COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	15
COG0128	5-enolpyruvylshikimate-3-phosphate synthase	28
COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase	85
COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	17
COG0131	Imidazoleglycerol phosphate dehydratase HisB	21
COG0132	Dethiobiotin synthetase	2
COG0133	Tryptophan synthase beta chain	36
COG0134	Indole-3-glycerol phosphate synthase	6
COG0135	Phosphoribosylanthranilate isomerase	6
COG0136	Aspartate-semialdehyde dehydrogenase	22
COG0137	Argininosuccinate synthase	23
COG0138	AICAR transformylase/IMP cyclohydrolase PurH	33
COG0139	Phosphoribosyl-AMP cyclohydrolase	11
COG0140	Phosphoribosyl-ATP pyrophosphohydrolase	11
COG0141	Histidinol dehydrogenase	19
COG0142	Geranylgeranyl pyrophosphate synthase	41
COG0143	Methionyl-tRNA synthetase	39
COG0144	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	12
COG0145	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	8
COG0146	N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit	2
COG0147	Anthranilate/para-aminobenzoate synthases component I	20
COG0148	Enolase	19
COG0149	Triosephosphate isomerase	17
COG0150	Phosphoribosylaminoimidazole (AIR) synthetase	27
COG0151	Phosphoribosylamine-glycine ligase	37
COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase	13
COG0153	Galactokinase	31
COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	24
COG0155	Sulfite reductase, beta subunit (hemoprotein)	12
COG0156	7-keto-8-aminopelargonate synthetase or related enzyme	4
