COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	43
COG0002	N-acetyl-gamma-glutamylphosphate reductase	24
COG0003	Anion-transporting ATPase, ArsA/GET3 family	14
COG0004	Ammonia channel protein AmtB	76
COG0005	Purine nucleoside phosphorylase	21
COG0006	Xaa-Pro aminopeptidase	54
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	18
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	52
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	14
COG0010	Arginase family enzyme	19
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	3
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	28
COG0013	Alanyl-tRNA synthetase	63
COG0014	Gamma-glutamyl phosphate reductase	30
COG0015	Adenylosuccinate lyase	34
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	21
COG0017	Aspartyl/asparaginyl-tRNA synthetase	11
COG0018	Arginyl-tRNA synthetase	44
COG0019	Diaminopimelate decarboxylase	35
COG0020	Undecaprenyl pyrophosphate synthase	24
COG0021	Transketolase	54
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	56
COG0024	Methionine aminopeptidase	23
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	14
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	29
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	7
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	112
COG0029	Aspartate oxidase	15
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	16
COG0031	Cysteine synthase	48
COG0033	Phosphoglucomutase	8
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	33
COG0035	Uracil phosphoribosyltransferase	16
COG0036	Pentose-5-phosphate-3-epimerase	22
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	15
COG0038	H+/Cl- antiporter ClcA	56
COG0039	Malate/lactate dehydrogenase	24
COG0040	ATP phosphoribosyltransferase	18
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	15
COG0042	tRNA-dihydrouridine synthase	17
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	20
COG0044	Dihydroorotase or related cyclic amidohydrolase	48
COG0045	Succinyl-CoA synthetase, beta subunit	42
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	42
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	16
COG0048	Ribosomal protein S12	12
COG0049	Ribosomal protein S7	15
COG0050	Translation elongation factor EF-Tu, a GTPase	49
COG0051	Ribosomal protein S10	14
COG0052	Ribosomal protein S2	22
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	26
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	13
COG0055	FoF1-type ATP synthase, beta subunit	50
COG0056	FoF1-type ATP synthase, alpha subunit	41
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	24
COG0058	Glucan phosphorylase	47
COG0059	Ketol-acid reductoisomerase	32
COG0060	Isoleucyl-tRNA synthetase	69
COG0061	NAD kinase	13
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	11
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	14
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	35
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	44
COG0066	3-isopropylmalate dehydratase small subunit	18
COG0067	Glutamate synthase domain 1	22
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	11
COG0069	Glutamate synthase domain 2	42
COG0070	Glutamate synthase domain 3	16
COG0071	Molecular chaperone IbpA, HSP20 family	22
COG0072	Phenylalanyl-tRNA synthetase beta subunit	28
COG0073	tRNA-binding EMAP/Myf domain	13
COG0074	Succinyl-CoA synthetase, alpha subunit	38
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	25
COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	30
COG0077	Prephenate dehydratase	22
COG0078	Ornithine carbamoyltransferase	27
COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	38
COG0080	Ribosomal protein L11	16
COG0081	Ribosomal protein L1	23
COG0082	Chorismate synthase	24
COG0083	Homoserine kinase	8
COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	17
COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	93
COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	69
COG0087	Ribosomal protein L3	14
COG0088	Ribosomal protein L4	17
COG0089	Ribosomal protein L23	8
COG0090	Ribosomal protein L2	27
COG0091	Ribosomal protein L22	9
COG0092	Ribosomal protein S3	17
COG0093	Ribosomal protein L14	15
COG0094	Ribosomal protein L5	18
COG0095	Lipoate-protein ligase A	15
COG0096	Ribosomal protein S8	17
COG0097	Ribosomal protein L6P/L9E	16
COG0098	Ribosomal protein S5	11
COG0099	Ribosomal protein S13	20
COG0100	Ribosomal protein S11	12
COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	20
COG0102	Ribosomal protein L13	14
COG0103	Ribosomal protein S9	9
COG0104	Adenylosuccinate synthase	45
COG0105	Nucleoside diphosphate kinase	8
COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	19
COG0107	Imidazole glycerol phosphate synthase subunit HisF	26
COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	22
COG0109	Polyprenyltransferase (heme O synthase)	24
COG0110	Acetyltransferase (isoleucine patch superfamily)	12
COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	75
COG0112	Glycine/serine hydroxymethyltransferase	47
COG0113	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	31
COG0114	Fumarate hydratase class II	33
COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	43
COG0116	23S rRNA G2445 N2-methylase RlmL	2
COG0117	Pyrimidine deaminase domain of riboflavin biosynthesis protein RibD	15
COG0118	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	11
COG0119	Isopropylmalate/homocitrate/citramalate synthases	64
COG0120	Ribose 5-phosphate isomerase	9
COG0121	Predicted glutamine amidotransferase	4
COG0122	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	14
COG0123	Acetoin utilization deacetylase AcuC or a related deacetylase	15
COG0124	Histidyl-tRNA synthetase	26
COG0125	Thymidylate kinase	17
COG0126	3-phosphoglycerate kinase	34
COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	7
COG0128	5-enolpyruvylshikimate-3-phosphate synthase	21
COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase	88
COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	19
COG0131	Imidazoleglycerol phosphate dehydratase HisB	13
COG0132	Dethiobiotin synthetase	5
