COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	598
COG0002	N-acetyl-gamma-glutamylphosphate reductase	515
COG0003	Anion-transporting ATPase, ArsA/GET3 family	149
COG0004	Ammonia channel protein AmtB	880
COG0005	Purine nucleoside phosphorylase	432
COG0006	Xaa-Pro aminopeptidase	605
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	351
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	997
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	363
COG0010	Arginase family enzyme	348
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	2
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	645
COG0013	Alanyl-tRNA synthetase	1367
COG0014	Gamma-glutamyl phosphate reductase	631
COG0015	Adenylosuccinate lyase	705
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	462
COG0017	Aspartyl/asparaginyl-tRNA synthetase	385
COG0018	Arginyl-tRNA synthetase	832
COG0019	Diaminopimelate decarboxylase	862
COG0020	Undecaprenyl pyrophosphate synthase	473
COG0021	Transketolase	913
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	1004
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	53
COG0024	Methionine aminopeptidase	468
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	341
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	567
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	78
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	1491
COG0029	Aspartate oxidase	492
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	357
COG0031	Cysteine synthase	914
COG0033	Phosphoglucomutase	189
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	665
COG0035	Uracil phosphoribosyltransferase	236
COG0036	Pentose-5-phosphate-3-epimerase	440
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	240
COG0038	H+/Cl- antiporter ClcA	126
COG0039	Malate/lactate dehydrogenase	558
COG0040	ATP phosphoribosyltransferase	382
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	217
COG0042	tRNA-dihydrouridine synthase	611
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	359
COG0044	Dihydroorotase or related cyclic amidohydrolase	1026
COG0045	Succinyl-CoA synthetase, beta subunit	633
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	884
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	362
COG0048	Ribosomal protein S12	232
COG0049	Ribosomal protein S7	335
COG0050	Translation elongation factor EF-Tu, a GTPase	822
COG0051	Ribosomal protein S10	211
COG0052	Ribosomal protein S2	431
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	364
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	240
COG0055	FoF1-type ATP synthase, beta subunit	788
COG0056	FoF1-type ATP synthase, alpha subunit	784
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	764
COG0058	Glucan phosphorylase	739
COG0059	Ketol-acid reductoisomerase	511
COG0060	Isoleucyl-tRNA synthetase	1492
COG0061	NAD kinase	310
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	161
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	238
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	753
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	747
COG0066	3-isopropylmalate dehydratase small subunit	311
COG0067	Glutamate synthase domain 1	542
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	91
COG0069	Glutamate synthase domain 2	751
COG0070	Glutamate synthase domain 3	347
COG0071	Molecular chaperone IbpA, HSP20 family	178
COG0072	Phenylalanyl-tRNA synthetase beta subunit	759
COG0073	tRNA-binding EMAP/Myf domain	245
COG0074	Succinyl-CoA synthetase, alpha subunit	455
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	460
