COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	137
COG0002	N-acetyl-gamma-glutamylphosphate reductase	80
COG0003	Anion-transporting ATPase, ArsA/GET3 family	47
COG0004	Ammonia channel protein AmtB	127
COG0005	Purine nucleoside phosphorylase	130
COG0006	Xaa-Pro aminopeptidase	181
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	49
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	232
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	150
COG0010	Arginase family enzyme	88
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	22
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	160
COG0013	Alanyl-tRNA synthetase	191
COG0014	Gamma-glutamyl phosphate reductase	75
COG0015	Adenylosuccinate lyase	129
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	132
COG0017	Aspartyl/asparaginyl-tRNA synthetase	100
COG0018	Arginyl-tRNA synthetase	168
COG0019	Diaminopimelate decarboxylase	156
COG0020	Undecaprenyl pyrophosphate synthase	119
COG0021	Transketolase	96
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	112
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	21
COG0024	Methionine aminopeptidase	139
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	24
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	6
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	8
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	180
COG0029	Aspartate oxidase	85
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	123
COG0031	Cysteine synthase	206
COG0033	Phosphoglucomutase	20
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	138
COG0035	Uracil phosphoribosyltransferase	19
COG0036	Pentose-5-phosphate-3-epimerase	115
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	118
COG0038	H+/Cl- antiporter ClcA	14
COG0039	Malate/lactate dehydrogenase	92
COG0040	ATP phosphoribosyltransferase	70
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	82
COG0042	tRNA-dihydrouridine synthase	142
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	87
COG0044	Dihydroorotase or related cyclic amidohydrolase	143
COG0045	Succinyl-CoA synthetase, beta subunit	89
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	112
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	93
COG0048	Ribosomal protein S12	112
COG0049	Ribosomal protein S7	124
COG0050	Translation elongation factor EF-Tu, a GTPase	233
COG0051	Ribosomal protein S10	120
COG0052	Ribosomal protein S2	133
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	118
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	75
COG0055	FoF1-type ATP synthase, beta subunit	133
COG0056	FoF1-type ATP synthase, alpha subunit	135
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	153
COG0058	Glucan phosphorylase	173
COG0059	Ketol-acid reductoisomerase	83
COG0060	Isoleucyl-tRNA synthetase	201
COG0061	NAD kinase	77
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	57
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	91
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	156
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	126
COG0066	3-isopropylmalate dehydratase small subunit	94
COG0067	Glutamate synthase domain 1	52
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	98
COG0069	Glutamate synthase domain 2	93
COG0070	Glutamate synthase domain 3	60
COG0071	Molecular chaperone IbpA, HSP20 family	154
COG0072	Phenylalanyl-tRNA synthetase beta subunit	147
COG0073	tRNA-binding EMAP/Myf domain	99
COG0074	Succinyl-CoA synthetase, alpha subunit	87
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	62
COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	54
COG0077	Prephenate dehydratase	77
COG0078	Ornithine carbamoyltransferase	112
COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	148
COG0080	Ribosomal protein L11	123
COG0081	Ribosomal protein L1	119
COG0082	Chorismate synthase	100
COG0083	Homoserine kinase	12
COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	137
COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	249
COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	203
COG0087	Ribosomal protein L3	125
COG0088	Ribosomal protein L4	126
COG0089	Ribosomal protein L23	114
COG0090	Ribosomal protein L2	134
COG0091	Ribosomal protein L22	117
COG0092	Ribosomal protein S3	128
COG0093	Ribosomal protein L14	125
COG0094	Ribosomal protein L5	128
COG0095	Lipoate-protein ligase A	53
COG0096	Ribosomal protein S8	130
COG0097	Ribosomal protein L6P/L9E	139
COG0098	Ribosomal protein S5	131
COG0099	Ribosomal protein S13	120
COG0100	Ribosomal protein S11	123
COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	91
COG0102	Ribosomal protein L13	117
COG0103	Ribosomal protein S9	114
