COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	178
COG0002	N-acetyl-gamma-glutamylphosphate reductase	72
COG0003	Anion-transporting ATPase, ArsA/GET3 family	71
COG0004	Ammonia channel protein AmtB	130
COG0005	Purine nucleoside phosphorylase	54
COG0006	Xaa-Pro aminopeptidase	117
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	56
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	109
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	54
COG0010	Arginase family enzyme	78
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	10
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	84
COG0013	Alanyl-tRNA synthetase	156
COG0014	Gamma-glutamyl phosphate reductase	67
COG0015	Adenylosuccinate lyase	112
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	66
COG0017	Aspartyl/asparaginyl-tRNA synthetase	25
COG0018	Arginyl-tRNA synthetase	116
COG0019	Diaminopimelate decarboxylase	100
COG0020	Undecaprenyl pyrophosphate synthase	65
COG0021	Transketolase	130
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	148
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	2
COG0024	Methionine aminopeptidase	71
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	35
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	32
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	2
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	279
COG0029	Aspartate oxidase	86
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	49
COG0031	Cysteine synthase	136
COG0033	Phosphoglucomutase	45
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	98
COG0035	Uracil phosphoribosyltransferase	30
COG0036	Pentose-5-phosphate-3-epimerase	54
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	42
COG0038	H+/Cl- antiporter ClcA	9
COG0039	Malate/lactate dehydrogenase	64
COG0040	ATP phosphoribosyltransferase	43
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	26
COG0042	tRNA-dihydrouridine synthase	44
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	27
COG0044	Dihydroorotase or related cyclic amidohydrolase	154
COG0045	Succinyl-CoA synthetase, beta subunit	113
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	120
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	42
COG0048	Ribosomal protein S12	32
COG0049	Ribosomal protein S7	40
COG0050	Translation elongation factor EF-Tu, a GTPase	94
COG0051	Ribosomal protein S10	35
COG0052	Ribosomal protein S2	48
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	68
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	33
COG0055	FoF1-type ATP synthase, beta subunit	92
COG0056	FoF1-type ATP synthase, alpha subunit	80
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	95
COG0058	Glucan phosphorylase	83
COG0059	Ketol-acid reductoisomerase	76
COG0060	Isoleucyl-tRNA synthetase	182
COG0061	NAD kinase	53
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	38
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	49
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	91
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	113
COG0066	3-isopropylmalate dehydratase small subunit	44
COG0067	Glutamate synthase domain 1	94
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	53
COG0069	Glutamate synthase domain 2	131
COG0070	Glutamate synthase domain 3	60
COG0071	Molecular chaperone IbpA, HSP20 family	36
COG0072	Phenylalanyl-tRNA synthetase beta subunit	116
COG0073	tRNA-binding EMAP/Myf domain	26
COG0074	Succinyl-CoA synthetase, alpha subunit	100
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	74
COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	99
COG0077	Prephenate dehydratase	51
COG0078	Ornithine carbamoyltransferase	81
COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	113
COG0080	Ribosomal protein L11	42
COG0081	Ribosomal protein L1	49
COG0082	Chorismate synthase	66
COG0083	Homoserine kinase	39
COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	62
COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	207
COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	175
COG0087	Ribosomal protein L3	46
COG0088	Ribosomal protein L4	39
COG0089	Ribosomal protein L23	19
COG0090	Ribosomal protein L2	51
COG0091	Ribosomal protein L22	21
COG0092	Ribosomal protein S3	52
COG0093	Ribosomal protein L14	31
COG0094	Ribosomal protein L5	46
COG0095	Lipoate-protein ligase A	10
COG0096	Ribosomal protein S8	32
COG0097	Ribosomal protein L6P/L9E	44
COG0098	Ribosomal protein S5	36
COG0099	Ribosomal protein S13	29
COG0100	Ribosomal protein S11	30
COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	37
COG0102	Ribosomal protein L13	35
COG0103	Ribosomal protein S9	25
COG0104	Adenylosuccinate synthase	94
COG0105	Nucleoside diphosphate kinase	22
COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	44
COG0107	Imidazole glycerol phosphate synthase subunit HisF	53
COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	59
COG0109	Polyprenyltransferase (heme O synthase)	49
COG0110	Acetyltransferase (isoleucine patch superfamily)	30
COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	97
COG0112	Glycine/serine hydroxymethyltransferase	89
COG0113	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	68
COG0114	Fumarate hydratase class II	76
COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	101
COG0116	23S rRNA G2445 N2-methylase RlmL	5
