COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	1014
COG0002	N-acetyl-gamma-glutamylphosphate reductase	712
COG0003	Anion-transporting ATPase, ArsA/GET3 family	275
COG0004	Ammonia channel protein AmtB	1300
COG0005	Purine nucleoside phosphorylase	586
COG0006	Xaa-Pro aminopeptidase	848
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	386
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	1576
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	554
COG0010	Arginase family enzyme	564
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	12
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	864
COG0013	Alanyl-tRNA synthetase	1880
COG0014	Gamma-glutamyl phosphate reductase	764
COG0015	Adenylosuccinate lyase	911
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	679
COG0017	Aspartyl/asparaginyl-tRNA synthetase	541
COG0018	Arginyl-tRNA synthetase	1107
COG0019	Diaminopimelate decarboxylase	1130
COG0020	Undecaprenyl pyrophosphate synthase	643
COG0021	Transketolase	1242
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	1533
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	63
COG0024	Methionine aminopeptidase	639
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	379
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	714
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	136
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	2208
COG0029	Aspartate oxidase	752
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	496
COG0031	Cysteine synthase	1524
COG0033	Phosphoglucomutase	365
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	975
COG0035	Uracil phosphoribosyltransferase	275
COG0036	Pentose-5-phosphate-3-epimerase	540
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	451
COG0038	H+/Cl- antiporter ClcA	175
COG0039	Malate/lactate dehydrogenase	869
COG0040	ATP phosphoribosyltransferase	443
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	352
COG0042	tRNA-dihydrouridine synthase	848
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	555
COG0044	Dihydroorotase or related cyclic amidohydrolase	1342
COG0045	Succinyl-CoA synthetase, beta subunit	974
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	1369
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	493
COG0048	Ribosomal protein S12	314
COG0049	Ribosomal protein S7	447
COG0050	Translation elongation factor EF-Tu, a GTPase	1303
COG0051	Ribosomal protein S10	300
COG0052	Ribosomal protein S2	676
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	511
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	283
COG0055	FoF1-type ATP synthase, beta subunit	1154
COG0056	FoF1-type ATP synthase, alpha subunit	1318
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	1238
COG0058	Glucan phosphorylase	1888
COG0059	Ketol-acid reductoisomerase	706
COG0060	Isoleucyl-tRNA synthetase	2050
COG0061	NAD kinase	427
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	258
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	363
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	1232
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	983
COG0066	3-isopropylmalate dehydratase small subunit	359
COG0067	Glutamate synthase domain 1	785
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	446
COG0069	Glutamate synthase domain 2	1166
COG0070	Glutamate synthase domain 3	512
COG0071	Molecular chaperone IbpA, HSP20 family	513
COG0072	Phenylalanyl-tRNA synthetase beta subunit	1111
COG0073	tRNA-binding EMAP/Myf domain	297
COG0074	Succinyl-CoA synthetase, alpha subunit	666
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	768
COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	430
COG0077	Prephenate dehydratase	516
COG0078	Ornithine carbamoyltransferase	761
COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	943
COG0080	Ribosomal protein L11	399
COG0081	Ribosomal protein L1	548
COG0082	Chorismate synthase	764
COG0083	Homoserine kinase	212
COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	567
COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	2475
COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	1527
COG0087	Ribosomal protein L3	505
COG0088	Ribosomal protein L4	390
COG0089	Ribosomal protein L23	244
COG0090	Ribosomal protein L2	696
COG0091	Ribosomal protein L22	277
COG0092	Ribosomal protein S3	546
COG0093	Ribosomal protein L14	355
COG0094	Ribosomal protein L5	468
COG0095	Lipoate-protein ligase A	55
COG0096	Ribosomal protein S8	441
COG0097	Ribosomal protein L6P/L9E	497
COG0098	Ribosomal protein S5	450
COG0099	Ribosomal protein S13	352
COG0100	Ribosomal protein S11	383
COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	470
COG0102	Ribosomal protein L13	386
COG0103	Ribosomal protein S9	327
COG0104	Adenylosuccinate synthase	1074
COG0105	Nucleoside diphosphate kinase	407
COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	474
COG0107	Imidazole glycerol phosphate synthase subunit HisF	681
COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	485
COG0109	Polyprenyltransferase (heme O synthase)	590
COG0110	Acetyltransferase (isoleucine patch superfamily)	452
COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	1740
COG0112	Glycine/serine hydroxymethyltransferase	1172
COG0113	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	758
COG0114	Fumarate hydratase class II	1055
COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	1097
COG0116	23S rRNA G2445 N2-methylase RlmL	276
COG0117	Pyrimidine deaminase domain of riboflavin biosynthesis protein RibD	233
COG0118	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	527
COG0119	Isopropylmalate/homocitrate/citramalate synthases	1544
COG0120	Ribose 5-phosphate isomerase	234
COG0121	Predicted glutamine amidotransferase	128
COG0122	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	304
COG0123	Acetoin utilization deacetylase AcuC or a related deacetylase	671
COG0124	Histidyl-tRNA synthetase	790
COG0125	Thymidylate kinase	362
COG0126	3-phosphoglycerate kinase	967
COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	433
COG0128	5-enolpyruvylshikimate-3-phosphate synthase	757
COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase	1866
COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	523
COG0131	Imidazoleglycerol phosphate dehydratase HisB	488
COG0132	Dethiobiotin synthetase	133
COG0133	Tryptophan synthase beta chain	877
COG0134	Indole-3-glycerol phosphate synthase	462
COG0135	Phosphoribosylanthranilate isomerase	309
COG0136	Aspartate-semialdehyde dehydrogenase	802
COG0137	Argininosuccinate synthase	882
COG0138	AICAR transformylase/IMP cyclohydrolase PurH	1168
COG0139	Phosphoribosyl-AMP cyclohydrolase	263
COG0140	Phosphoribosyl-ATP pyrophosphohydrolase	174
COG0141	Histidinol dehydrogenase	812
COG0142	Geranylgeranyl pyrophosphate synthase	1137
COG0143	Methionyl-tRNA synthetase	1281
COG0144	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	548
COG0145	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	994
COG0146	N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit	838
COG0147	Anthranilate/para-aminobenzoate synthases component I	1057
COG0148	Enolase	1286
COG0149	Triosephosphate isomerase	508
COG0150	Phosphoribosylaminoimidazole (AIR) synthetase	524
COG0151	Phosphoribosylamine-glycine ligase	918
COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase	590
COG0153	Galactokinase	240
COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	2472
COG0155	Sulfite reductase, beta subunit (hemoprotein)	827
COG0156	7-keto-8-aminopelargonate synthetase or related enzyme	1555
COG0157	Nicotinate-nucleotide pyrophosphorylase	528
COG0158	Fructose-1,6-bisphosphatase	407
COG0159	Tryptophan synthase alpha chain	473
COG0160	4-aminobutyrate aminotransferase or related aminotransferase	723
COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	1244
COG0162	Tyrosyl-tRNA synthetase	710
COG0163	3-polyprenyl-4-hydroxybenzoate decarboxylase	198
COG0164	Ribonuclease HII	338
COG0165	Argininosuccinate lyase	935
COG0166	Glucose-6-phosphate isomerase	907
COG0167	Dihydroorotate dehydrogenase	782
COG0168	Trk-type K+ transport system, membrane component	259
COG0169	Shikimate 5-dehydrogenase	491
COG0170	Dolichol kinase	35
COG0171	NH3-dependent NAD+ synthetase	488
COG0172	Seryl-tRNA synthetase	961
COG0173	Aspartyl-tRNA synthetase	1403
COG0174	Glutamine synthetase	1405
COG0175	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	727
COG0176	Transaldolase	534
COG0177	Endonuclease III	549
COG0178	Excinuclease UvrABC ATPase subunit	3588
COG0179	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	931
COG0180	Tryptophanyl-tRNA synthetase	693
COG0181	Porphobilinogen deaminase	525
COG0182	Methylthioribose-1-phosphate isomerase (methionine salvage pathway), a paralog of eIF-2B alpha subunit	512
COG0183	Acetyl-CoA acetyltransferase	2889
COG0184	Ribosomal protein S15P/S13E	235
COG0185	Ribosomal protein S19	290
COG0186	Ribosomal protein S17	270
COG0187	DNA gyrase/topoisomerase IV, subunit B	2754
COG0188	DNA gyrase/topoisomerase IV, subunit A	3025
