COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	3
COG0002	N-acetyl-gamma-glutamylphosphate reductase	1
COG0004	Ammonia channel protein AmtB	2
COG0005	Purine nucleoside phosphorylase	1
COG0006	Xaa-Pro aminopeptidase	4
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	1
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	13
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	6
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	7
COG0013	Alanyl-tRNA synthetase	12
COG0014	Gamma-glutamyl phosphate reductase	5
COG0015	Adenylosuccinate lyase	1
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	5
COG0017	Aspartyl/asparaginyl-tRNA synthetase	4
COG0018	Arginyl-tRNA synthetase	2
COG0019	Diaminopimelate decarboxylase	2
COG0020	Undecaprenyl pyrophosphate synthase	7
COG0021	Transketolase	10
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	1
COG0024	Methionine aminopeptidase	4
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	1
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	1
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	3
COG0029	Aspartate oxidase	2
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	4
COG0031	Cysteine synthase	4
COG0033	Phosphoglucomutase	1
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	2
COG0036	Pentose-5-phosphate-3-epimerase	2
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	3
COG0039	Malate/lactate dehydrogenase	1
COG0040	ATP phosphoribosyltransferase	1
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	1
COG0042	tRNA-dihydrouridine synthase	6
COG0044	Dihydroorotase or related cyclic amidohydrolase	3
COG0045	Succinyl-CoA synthetase, beta subunit	4
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	2
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	2
COG0048	Ribosomal protein S12	2
COG0049	Ribosomal protein S7	4
COG0050	Translation elongation factor EF-Tu, a GTPase	9
COG0051	Ribosomal protein S10	2
COG0052	Ribosomal protein S2	4
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	1
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	1
COG0055	FoF1-type ATP synthase, beta subunit	6
COG0056	FoF1-type ATP synthase, alpha subunit	5
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	8
COG0058	Glucan phosphorylase	3
COG0059	Ketol-acid reductoisomerase	2
COG0060	Isoleucyl-tRNA synthetase	8
COG0061	NAD kinase	1
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	3
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	8
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	2
COG0066	3-isopropylmalate dehydratase small subunit	2
COG0067	Glutamate synthase domain 1	2
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	3
COG0069	Glutamate synthase domain 2	4
COG0070	Glutamate synthase domain 3	2
COG0071	Molecular chaperone IbpA, HSP20 family	2
COG0072	Phenylalanyl-tRNA synthetase beta subunit	3
COG0073	tRNA-binding EMAP/Myf domain	1
COG0074	Succinyl-CoA synthetase, alpha subunit	5
COG0077	Prephenate dehydratase	1
COG0078	Ornithine carbamoyltransferase	2
COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	5
COG0080	Ribosomal protein L11	1
COG0081	Ribosomal protein L1	1
COG0082	Chorismate synthase	3
COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	7
COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	7
