COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	681
COG0002	N-acetyl-gamma-glutamylphosphate reductase	378
COG0003	Anion-transporting ATPase, ArsA/GET3 family	114
COG0004	Ammonia channel protein AmtB	450
COG0005	Purine nucleoside phosphorylase	287
COG0006	Xaa-Pro aminopeptidase	740
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	330
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	649
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	358
COG0010	Arginase family enzyme	310
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	14
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	351
COG0013	Alanyl-tRNA synthetase	743
COG0014	Gamma-glutamyl phosphate reductase	317
COG0015	Adenylosuccinate lyase	559
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	306
COG0017	Aspartyl/asparaginyl-tRNA synthetase	207
COG0018	Arginyl-tRNA synthetase	487
COG0019	Diaminopimelate decarboxylase	529
COG0020	Undecaprenyl pyrophosphate synthase	341
COG0021	Transketolase	821
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	632
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	34
COG0024	Methionine aminopeptidase	330
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	426
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	342
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	89
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	2574
COG0029	Aspartate oxidase	319
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	294
COG0031	Cysteine synthase	762
COG0033	Phosphoglucomutase	340
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	443
COG0035	Uracil phosphoribosyltransferase	112
COG0036	Pentose-5-phosphate-3-epimerase	293
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	286
COG0038	H+/Cl- antiporter ClcA	789
COG0039	Malate/lactate dehydrogenase	300
COG0040	ATP phosphoribosyltransferase	253
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	224
COG0042	tRNA-dihydrouridine synthase	378
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	324
COG0044	Dihydroorotase or related cyclic amidohydrolase	964
COG0045	Succinyl-CoA synthetase, beta subunit	393
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	612
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	252
COG0048	Ribosomal protein S12	163
COG0049	Ribosomal protein S7	187
COG0050	Translation elongation factor EF-Tu, a GTPase	513
COG0051	Ribosomal protein S10	151
COG0052	Ribosomal protein S2	216
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	385
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	206
COG0055	FoF1-type ATP synthase, beta subunit	517
COG0056	FoF1-type ATP synthase, alpha subunit	523
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	376
COG0058	Glucan phosphorylase	664
COG0059	Ketol-acid reductoisomerase	308
COG0060	Isoleucyl-tRNA synthetase	710
COG0061	NAD kinase	259
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	255
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	333
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	431
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	687
COG0066	3-isopropylmalate dehydratase small subunit	349
COG0067	Glutamate synthase domain 1	408
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	373
COG0069	Glutamate synthase domain 2	636
COG0070	Glutamate synthase domain 3	289
COG0071	Molecular chaperone IbpA, HSP20 family	286
COG0072	Phenylalanyl-tRNA synthetase beta subunit	545
COG0073	tRNA-binding EMAP/Myf domain	253
COG0074	Succinyl-CoA synthetase, alpha subunit	329
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	446
COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	535
COG0077	Prephenate dehydratase	291
COG0078	Ornithine carbamoyltransferase	333
COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	743
COG0080	Ribosomal protein L11	164
COG0081	Ribosomal protein L1	214
COG0082	Chorismate synthase	375
COG0083	Homoserine kinase	190
COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	318
COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	815
COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	563
COG0087	Ribosomal protein L3	198
COG0088	Ribosomal protein L4	171
COG0089	Ribosomal protein L23	121
COG0090	Ribosomal protein L2	249
COG0091	Ribosomal protein L22	145
COG0092	Ribosomal protein S3	199
COG0093	Ribosomal protein L14	133
COG0094	Ribosomal protein L5	181
COG0095	Lipoate-protein ligase A	14
COG0096	Ribosomal protein S8	170
COG0097	Ribosomal protein L6P/L9E	173
COG0098	Ribosomal protein S5	153
COG0099	Ribosomal protein S13	146
COG0100	Ribosomal protein S11	172
COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	258
COG0102	Ribosomal protein L13	181
COG0103	Ribosomal protein S9	191
COG0104	Adenylosuccinate synthase	421
COG0105	Nucleoside diphosphate kinase	170
COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	266
COG0107	Imidazole glycerol phosphate synthase subunit HisF	268
COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	268
COG0109	Polyprenyltransferase (heme O synthase)	303
COG0110	Acetyltransferase (isoleucine patch superfamily)	318
COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	1022
COG0112	Glycine/serine hydroxymethyltransferase	466
COG0113	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	375
COG0114	Fumarate hydratase class II	448
COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	652
COG0116	23S rRNA G2445 N2-methylase RlmL	106
COG0117	Pyrimidine deaminase domain of riboflavin biosynthesis protein RibD	200
COG0118	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	229
COG0119	Isopropylmalate/homocitrate/citramalate synthases	859
COG0120	Ribose 5-phosphate isomerase	211
COG0121	Predicted glutamine amidotransferase	108
COG0122	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	402
COG0123	Acetoin utilization deacetylase AcuC or a related deacetylase	320
COG0124	Histidyl-tRNA synthetase	390
COG0125	Thymidylate kinase	232
COG0126	3-phosphoglycerate kinase	393
COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	228
COG0128	5-enolpyruvylshikimate-3-phosphate synthase	433
COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase	1316
COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	244
COG0131	Imidazoleglycerol phosphate dehydratase HisB	233
COG0132	Dethiobiotin synthetase	125
COG0133	Tryptophan synthase beta chain	437
COG0134	Indole-3-glycerol phosphate synthase	271
COG0135	Phosphoribosylanthranilate isomerase	260
COG0136	Aspartate-semialdehyde dehydrogenase	413
COG0137	Argininosuccinate synthase	376
