COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	3394
COG0002	N-acetyl-gamma-glutamylphosphate reductase	1803
COG0003	Anion-transporting ATPase, ArsA/GET3 family	1175
COG0004	Ammonia channel protein AmtB	4502
COG0005	Purine nucleoside phosphorylase	1739
COG0006	Xaa-Pro aminopeptidase	3027
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	1328
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	4287
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	1796
COG0010	Arginase family enzyme	1413
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	170
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	2094
COG0013	Alanyl-tRNA synthetase	4101
COG0014	Gamma-glutamyl phosphate reductase	1801
COG0015	Adenylosuccinate lyase	2454
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	1676
COG0017	Aspartyl/asparaginyl-tRNA synthetase	1477
COG0018	Arginyl-tRNA synthetase	2752
COG0019	Diaminopimelate decarboxylase	3645
COG0020	Undecaprenyl pyrophosphate synthase	1849
COG0021	Transketolase	3679
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	2904
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	283
COG0024	Methionine aminopeptidase	1847
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	1639
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	986
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	492
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	7933
COG0029	Aspartate oxidase	1895
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	1461
COG0031	Cysteine synthase	4259
COG0033	Phosphoglucomutase	1378
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	2213
COG0035	Uracil phosphoribosyltransferase	904
COG0036	Pentose-5-phosphate-3-epimerase	1417
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	1706
COG0038	H+/Cl- antiporter ClcA	1449
COG0039	Malate/lactate dehydrogenase	2219
COG0040	ATP phosphoribosyltransferase	1335
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	1104
COG0042	tRNA-dihydrouridine synthase	2335
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	1604
COG0044	Dihydroorotase or related cyclic amidohydrolase	3736
COG0045	Succinyl-CoA synthetase, beta subunit	2094
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	3344
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	1368
COG0048	Ribosomal protein S12	1062
COG0049	Ribosomal protein S7	1152
COG0050	Translation elongation factor EF-Tu, a GTPase	3370
COG0051	Ribosomal protein S10	926
COG0052	Ribosomal protein S2	1450
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	2527
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	840
COG0055	FoF1-type ATP synthase, beta subunit	2918
COG0056	FoF1-type ATP synthase, alpha subunit	2968
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	2468
COG0058	Glucan phosphorylase	5156
COG0059	Ketol-acid reductoisomerase	1882
COG0060	Isoleucyl-tRNA synthetase	4008
COG0061	NAD kinase	1205
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	1103
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	1569
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	2338
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	3318
COG0066	3-isopropylmalate dehydratase small subunit	1510
COG0067	Glutamate synthase domain 1	1993
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	1997
COG0069	Glutamate synthase domain 2	3075
COG0070	Glutamate synthase domain 3	1500
COG0071	Molecular chaperone IbpA, HSP20 family	1558
COG0072	Phenylalanyl-tRNA synthetase beta subunit	2906
COG0073	tRNA-binding EMAP/Myf domain	1147
COG0074	Succinyl-CoA synthetase, alpha subunit	1705
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	1874
COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	2236
COG0077	Prephenate dehydratase	1470
COG0078	Ornithine carbamoyltransferase	2340
COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	3085
COG0080	Ribosomal protein L11	1152
COG0081	Ribosomal protein L1	1513
COG0082	Chorismate synthase	1859
COG0083	Homoserine kinase	596
COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	1749
COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	5554
