COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	86
COG0002	N-acetyl-gamma-glutamylphosphate reductase	72
COG0003	Anion-transporting ATPase, ArsA/GET3 family	15
COG0004	Ammonia channel protein AmtB	158
COG0005	Purine nucleoside phosphorylase	54
COG0006	Xaa-Pro aminopeptidase	119
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	59
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	191
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	71
COG0010	Arginase family enzyme	71
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	7
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	70
COG0013	Alanyl-tRNA synthetase	129
COG0014	Gamma-glutamyl phosphate reductase	66
COG0015	Adenylosuccinate lyase	86
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	66
COG0017	Aspartyl/asparaginyl-tRNA synthetase	44
COG0018	Arginyl-tRNA synthetase	101
COG0019	Diaminopimelate decarboxylase	131
COG0020	Undecaprenyl pyrophosphate synthase	59
COG0021	Transketolase	97
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	105
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	11
COG0024	Methionine aminopeptidase	80
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	54
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	66
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	25
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	190
COG0029	Aspartate oxidase	81
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	61
COG0031	Cysteine synthase	168
COG0033	Phosphoglucomutase	28
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	83
COG0035	Uracil phosphoribosyltransferase	27
COG0036	Pentose-5-phosphate-3-epimerase	60
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	75
COG0038	H+/Cl- antiporter ClcA	31
COG0039	Malate/lactate dehydrogenase	65
COG0040	ATP phosphoribosyltransferase	44
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	42
COG0042	tRNA-dihydrouridine synthase	106
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	54
COG0044	Dihydroorotase or related cyclic amidohydrolase	131
COG0045	Succinyl-CoA synthetase, beta subunit	79
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	100
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	53
COG0048	Ribosomal protein S12	44
COG0049	Ribosomal protein S7	51
COG0050	Translation elongation factor EF-Tu, a GTPase	95
COG0051	Ribosomal protein S10	39
COG0052	Ribosomal protein S2	54
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	81
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	50
COG0055	FoF1-type ATP synthase, beta subunit	91
COG0056	FoF1-type ATP synthase, alpha subunit	76
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	109
COG0058	Glucan phosphorylase	112
COG0059	Ketol-acid reductoisomerase	57
COG0060	Isoleucyl-tRNA synthetase	141
COG0061	NAD kinase	51
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	50
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	51
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	77
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	90
COG0066	3-isopropylmalate dehydratase small subunit	48
COG0067	Glutamate synthase domain 1	78
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	55
COG0069	Glutamate synthase domain 2	92
COG0070	Glutamate synthase domain 3	39
COG0071	Molecular chaperone IbpA, HSP20 family	119
COG0072	Phenylalanyl-tRNA synthetase beta subunit	107
COG0073	tRNA-binding EMAP/Myf domain	64
COG0074	Succinyl-CoA synthetase, alpha subunit	60
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	52
COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	40
COG0077	Prephenate dehydratase	51
COG0078	Ornithine carbamoyltransferase	82
COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	111
COG0080	Ribosomal protein L11	36
COG0081	Ribosomal protein L1	51
COG0082	Chorismate synthase	58
COG0083	Homoserine kinase	15
COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	83
COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	163
COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	126
COG0087	Ribosomal protein L3	48
COG0088	Ribosomal protein L4	46
COG0089	Ribosomal protein L23	41
COG0090	Ribosomal protein L2	55
COG0091	Ribosomal protein L22	42
COG0092	Ribosomal protein S3	62
COG0093	Ribosomal protein L14	38
COG0094	Ribosomal protein L5	49
COG0095	Lipoate-protein ligase A	12
COG0096	Ribosomal protein S8	58
COG0097	Ribosomal protein L6P/L9E	59
COG0098	Ribosomal protein S5	49
COG0099	Ribosomal protein S13	46
COG0100	Ribosomal protein S11	51
COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	56
COG0102	Ribosomal protein L13	47
COG0103	Ribosomal protein S9	44
COG0104	Adenylosuccinate synthase	84
COG0105	Nucleoside diphosphate kinase	44
COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	42
COG0107	Imidazole glycerol phosphate synthase subunit HisF	55
COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	54
COG0109	Polyprenyltransferase (heme O synthase)	55
COG0110	Acetyltransferase (isoleucine patch superfamily)	45
COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	108
COG0112	Glycine/serine hydroxymethyltransferase	76
COG0113	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	60
COG0114	Fumarate hydratase class II	70
COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	160
COG0116	23S rRNA G2445 N2-methylase RlmL	43
COG0117	Pyrimidine deaminase domain of riboflavin biosynthesis protein RibD	40
COG0118	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	51
COG0119	Isopropylmalate/homocitrate/citramalate synthases	170
COG0120	Ribose 5-phosphate isomerase	35
COG0121	Predicted glutamine amidotransferase	17
COG0122	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	44
COG0123	Acetoin utilization deacetylase AcuC or a related deacetylase	75
COG0124	Histidyl-tRNA synthetase	76
COG0125	Thymidylate kinase	53
COG0126	3-phosphoglycerate kinase	83
COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	48
COG0128	5-enolpyruvylshikimate-3-phosphate synthase	89
COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase	133
COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	58
COG0131	Imidazoleglycerol phosphate dehydratase HisB	45
COG0132	Dethiobiotin synthetase	29
COG0133	Tryptophan synthase beta chain	58
COG0134	Indole-3-glycerol phosphate synthase	46
COG0135	Phosphoribosylanthranilate isomerase	59
COG0136	Aspartate-semialdehyde dehydrogenase	76
COG0137	Argininosuccinate synthase	75
COG0138	AICAR transformylase/IMP cyclohydrolase PurH	89
COG0139	Phosphoribosyl-AMP cyclohydrolase	42
COG0140	Phosphoribosyl-ATP pyrophosphohydrolase	30
COG0141	Histidinol dehydrogenase	60
COG0142	Geranylgeranyl pyrophosphate synthase	109
COG0143	Methionyl-tRNA synthetase	94
COG0144	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	80
COG0145	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	76
COG0146	N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit	55
COG0147	Anthranilate/para-aminobenzoate synthases component I	108
COG0148	Enolase	78
COG0149	Triosephosphate isomerase	66
COG0150	Phosphoribosylaminoimidazole (AIR) synthetase	69
COG0151	Phosphoribosylamine-glycine ligase	68
COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase	52
COG0153	Galactokinase	28
COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	191
COG0155	Sulfite reductase, beta subunit (hemoprotein)	73
COG0156	7-keto-8-aminopelargonate synthetase or related enzyme	140
COG0157	Nicotinate-nucleotide pyrophosphorylase	54
COG0158	Fructose-1,6-bisphosphatase	53
COG0159	Tryptophan synthase alpha chain	55
COG0160	4-aminobutyrate aminotransferase or related aminotransferase	68
COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	87
COG0162	Tyrosyl-tRNA synthetase	81
COG0163	3-polyprenyl-4-hydroxybenzoate decarboxylase	25
COG0164	Ribonuclease HII	44
COG0165	Argininosuccinate lyase	72
COG0166	Glucose-6-phosphate isomerase	70
COG0167	Dihydroorotate dehydrogenase	81
COG0168	Trk-type K+ transport system, membrane component	42
COG0169	Shikimate 5-dehydrogenase	57
COG0170	Dolichol kinase	6
COG0171	NH3-dependent NAD+ synthetase	57
COG0172	Seryl-tRNA synthetase	87
COG0173	Aspartyl-tRNA synthetase	96
COG0174	Glutamine synthetase	155
COG0175	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	108
COG0176	Transaldolase	44
COG0177	Endonuclease III	68
COG0178	Excinuclease UvrABC ATPase subunit	228
COG0179	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	138
COG0180	Tryptophanyl-tRNA synthetase	73
COG0181	Porphobilinogen deaminase	56
