COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	136
COG0002	N-acetyl-gamma-glutamylphosphate reductase	66
COG0003	Anion-transporting ATPase, ArsA/GET3 family	24
COG0004	Ammonia channel protein AmtB	93
COG0005	Purine nucleoside phosphorylase	53
COG0006	Xaa-Pro aminopeptidase	176
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	42
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	141
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	51
COG0010	Arginase family enzyme	57
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	6
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	69
COG0013	Alanyl-tRNA synthetase	140
COG0014	Gamma-glutamyl phosphate reductase	42
COG0015	Adenylosuccinate lyase	83
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	59
COG0017	Aspartyl/asparaginyl-tRNA synthetase	41
COG0018	Arginyl-tRNA synthetase	97
COG0019	Diaminopimelate decarboxylase	83
COG0020	Undecaprenyl pyrophosphate synthase	71
COG0021	Transketolase	83
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	170
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	4
COG0024	Methionine aminopeptidase	56
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	11
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	14
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	1
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	614
COG0029	Aspartate oxidase	56
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	40
COG0031	Cysteine synthase	128
COG0033	Phosphoglucomutase	16
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	84
COG0035	Uracil phosphoribosyltransferase	14
COG0036	Pentose-5-phosphate-3-epimerase	50
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	56
COG0038	H+/Cl- antiporter ClcA	1
COG0039	Malate/lactate dehydrogenase	63
COG0040	ATP phosphoribosyltransferase	35
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	28
COG0042	tRNA-dihydrouridine synthase	43
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	527
COG0044	Dihydroorotase or related cyclic amidohydrolase	164
COG0045	Succinyl-CoA synthetase, beta subunit	89
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	104
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	35
COG0048	Ribosomal protein S12	46
COG0049	Ribosomal protein S7	54
COG0050	Translation elongation factor EF-Tu, a GTPase	193
COG0051	Ribosomal protein S10	33
COG0052	Ribosomal protein S2	63
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	50
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	28
COG0055	FoF1-type ATP synthase, beta subunit	94
COG0056	FoF1-type ATP synthase, alpha subunit	108
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	76
COG0058	Glucan phosphorylase	103
COG0059	Ketol-acid reductoisomerase	60
COG0060	Isoleucyl-tRNA synthetase	153
