COG ID	COG Name	Gene Count
COG0001	Glutamate-1-semialdehyde aminotransferase	78
COG0002	N-acetyl-gamma-glutamylphosphate reductase	62
COG0003	Anion-transporting ATPase, ArsA/GET3 family	74
COG0004	Ammonia channel protein AmtB	107
COG0005	Purine nucleoside phosphorylase	31
COG0006	Xaa-Pro aminopeptidase	111
COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	47
COG0008	Glutamyl- or glutaminyl-tRNA synthetase	98
COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	50
COG0010	Arginase family enzyme	54
COG0011	Uncharacterized conserved protein YqgV, UPF0045/DUF77 family	8
COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	77
COG0013	Alanyl-tRNA synthetase	123
COG0014	Gamma-glutamyl phosphate reductase	42
COG0015	Adenylosuccinate lyase	64
COG0016	Phenylalanyl-tRNA synthetase alpha subunit	59
COG0017	Aspartyl/asparaginyl-tRNA synthetase	59
COG0018	Arginyl-tRNA synthetase	91
COG0019	Diaminopimelate decarboxylase	73
COG0020	Undecaprenyl pyrophosphate synthase	91
COG0021	Transketolase	118
COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	136
COG0023	Translation initiation factor 1 (eIF-1/SUI1)	7
COG0024	Methionine aminopeptidase	74
COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	40
COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	53
COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	5
COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	288
COG0029	Aspartate oxidase	41
COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	63
COG0031	Cysteine synthase	107
COG0033	Phosphoglucomutase	24
COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	75
COG0035	Uracil phosphoribosyltransferase	18
COG0036	Pentose-5-phosphate-3-epimerase	54
COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	49
COG0038	H+/Cl- antiporter ClcA	134
COG0039	Malate/lactate dehydrogenase	52
COG0040	ATP phosphoribosyltransferase	43
COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	43
COG0042	tRNA-dihydrouridine synthase	51
COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	98
COG0044	Dihydroorotase or related cyclic amidohydrolase	143
COG0045	Succinyl-CoA synthetase, beta subunit	68
COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	75
COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	49
COG0048	Ribosomal protein S12	43
COG0049	Ribosomal protein S7	53
COG0050	Translation elongation factor EF-Tu, a GTPase	89
COG0051	Ribosomal protein S10	38
COG0052	Ribosomal protein S2	62
COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	38
COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	34
COG0055	FoF1-type ATP synthase, beta subunit	104
COG0056	FoF1-type ATP synthase, alpha subunit	114
COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	93
COG0058	Glucan phosphorylase	70
COG0059	Ketol-acid reductoisomerase	46
COG0060	Isoleucyl-tRNA synthetase	156
COG0061	NAD kinase	47
COG0062	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain	26
COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	45
COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	76
COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	116
COG0066	3-isopropylmalate dehydratase small subunit	53
COG0067	Glutamate synthase domain 1	41
COG0068	Hydrogenase maturation factor HypF (carbamoyltransferase)	25
COG0069	Glutamate synthase domain 2	59
COG0070	Glutamate synthase domain 3	42
COG0071	Molecular chaperone IbpA, HSP20 family	73
COG0072	Phenylalanyl-tRNA synthetase beta subunit	85
COG0073	tRNA-binding EMAP/Myf domain	43
COG0074	Succinyl-CoA synthetase, alpha subunit	68
COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	41
COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	104
COG0077	Prephenate dehydratase	61
COG0078	Ornithine carbamoyltransferase	52
COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	87
COG0080	Ribosomal protein L11	56
COG0081	Ribosomal protein L1	58
COG0082	Chorismate synthase	67
COG0083	Homoserine kinase	30
COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	72
COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	201
COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	153
COG0087	Ribosomal protein L3	56
COG0088	Ribosomal protein L4	48
COG0089	Ribosomal protein L23	42
COG0090	Ribosomal protein L2	66
COG0091	Ribosomal protein L22	29
COG0092	Ribosomal protein S3	56
COG0093	Ribosomal protein L14	58
COG0094	Ribosomal protein L5	49
COG0095	Lipoate-protein ligase A	40
COG0096	Ribosomal protein S8	52
COG0097	Ribosomal protein L6P/L9E	55
COG0098	Ribosomal protein S5	50
COG0099	Ribosomal protein S13	49
COG0100	Ribosomal protein S11	47
COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	50
COG0102	Ribosomal protein L13	46
COG0103	Ribosomal protein S9	49
COG0104	Adenylosuccinate synthase	73
COG0105	Nucleoside diphosphate kinase	58
COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	46
COG0107	Imidazole glycerol phosphate synthase subunit HisF	42
COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	34
COG0109	Polyprenyltransferase (heme O synthase)	61
COG0110	Acetyltransferase (isoleucine patch superfamily)	54
COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	161
COG0112	Glycine/serine hydroxymethyltransferase	118
COG0113	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	54
COG0114	Fumarate hydratase class II	59
COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	115
COG0116	23S rRNA G2445 N2-methylase RlmL	6
COG0117	Pyrimidine deaminase domain of riboflavin biosynthesis protein RibD	21
COG0118	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	36
COG0119	Isopropylmalate/homocitrate/citramalate synthases	153
COG0120	Ribose 5-phosphate isomerase	28
COG0121	Predicted glutamine amidotransferase	9
COG0122	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	47
COG0123	Acetoin utilization deacetylase AcuC or a related deacetylase	55
COG0124	Histidyl-tRNA synthetase	81
COG0125	Thymidylate kinase	55
COG0126	3-phosphoglycerate kinase	86
COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	56
COG0128	5-enolpyruvylshikimate-3-phosphate synthase	70
COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase	134
COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	55
COG0131	Imidazoleglycerol phosphate dehydratase HisB	38
COG0132	Dethiobiotin synthetase	12
COG0133	Tryptophan synthase beta chain	63
COG0134	Indole-3-glycerol phosphate synthase	49
COG0135	Phosphoribosylanthranilate isomerase	42
COG0136	Aspartate-semialdehyde dehydrogenase	49
COG0137	Argininosuccinate synthase	63
COG0138	AICAR transformylase/IMP cyclohydrolase PurH	73
COG0139	Phosphoribosyl-AMP cyclohydrolase	23
COG0140	Phosphoribosyl-ATP pyrophosphohydrolase	14
COG0141	Histidinol dehydrogenase	67
COG0142	Geranylgeranyl pyrophosphate synthase	105
COG0143	Methionyl-tRNA synthetase	100
COG0144	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	32
COG0145	N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit	128
COG0146	N-methylhydantoinase B/oxoprolinase/acetone carboxylase, alpha subunit	114
COG0147	Anthranilate/para-aminobenzoate synthases component I	94
COG0148	Enolase	104
COG0149	Triosephosphate isomerase	64
COG0150	Phosphoribosylaminoimidazole (AIR) synthetase	58
COG0151	Phosphoribosylamine-glycine ligase	61
COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase	52
COG0153	Galactokinase	18
COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	246
COG0155	Sulfite reductase, beta subunit (hemoprotein)	55
COG0156	7-keto-8-aminopelargonate synthetase or related enzyme	56
COG0157	Nicotinate-nucleotide pyrophosphorylase	41
COG0158	Fructose-1,6-bisphosphatase	20
COG0159	Tryptophan synthase alpha chain	45
COG0160	4-aminobutyrate aminotransferase or related aminotransferase	122
COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	106
COG0162	Tyrosyl-tRNA synthetase	79
COG0163	3-polyprenyl-4-hydroxybenzoate decarboxylase	23
COG0164	Ribonuclease HII	49
COG0165	Argininosuccinate lyase	63
COG0166	Glucose-6-phosphate isomerase	82
COG0167	Dihydroorotate dehydrogenase	66
COG0168	Trk-type K+ transport system, membrane component	6
COG0169	Shikimate 5-dehydrogenase	40
COG0170	Dolichol kinase	9
COG0171	NH3-dependent NAD+ synthetase	51
COG0172	Seryl-tRNA synthetase	88
COG0173	Aspartyl-tRNA synthetase	77
COG0174	Glutamine synthetase	148
COG0175	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	85
COG0176	Transaldolase	60
COG0177	Endonuclease III	51
COG0178	Excinuclease UvrABC ATPase subunit	165
COG0179	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	110
COG0180	Tryptophanyl-tRNA synthetase	70
COG0181	Porphobilinogen deaminase	52
COG0182	Methylthioribose-1-phosphate isomerase (methionine salvage pathway), a paralog of eIF-2B alpha subunit	30
COG0183	Acetyl-CoA acetyltransferase	370
COG0184	Ribosomal protein S15P/S13E	30
COG0185	Ribosomal protein S19	46
COG0186	Ribosomal protein S17	42
COG0187	DNA gyrase/topoisomerase IV, subunit B	170
COG0188	DNA gyrase/topoisomerase IV, subunit A	191
COG0189	Glutathione synthase/RimK-type ligase, ATP-grasp superfamily	47
COG0190	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	74
COG0191	Fructose/tagatose bisphosphate aldolase	38
COG0192	S-adenosylmethionine synthetase	73
COG0193	Peptidyl-tRNA hydrolase	37
COG0194	Guanylate kinase	44
COG0195	Transcription antitermination factor NusA, contains S1 and KH domains	40
COG0196	FAD synthase	47
COG0197	Ribosomal protein L16/L10AE	46
COG0198	Ribosomal protein L24	38
COG0199	Ribosomal protein S14	29
COG0200	Ribosomal protein L15	38
COG0201	Preprotein translocase subunit SecY	88
COG0202	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	70
COG0203	Ribosomal protein L17	33
COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase	73
COG0205	6-phosphofructokinase	30
COG0206	Cell division GTPase FtsZ	68
COG0207	Thymidylate synthase	17
COG0208	Ribonucleotide reductase beta subunit, ferritin-like domain	56
COG0209	Ribonucleotide reductase alpha subunit	186
COG0210	Superfamily I DNA or RNA helicase	309
COG0211	Ribosomal protein L27	28
COG0212	5-formyltetrahydrofolate cyclo-ligase	12
COG0213	Thymidine phosphorylase	20
COG0214	Pyridoxal biosynthesis lyase PdxS	42
COG0215	Cysteinyl-tRNA synthetase	113
COG0216	Protein chain release factor A	76
COG0217	Transcriptional and/or translational regulatory protein YebC/TACO1	55
COG0218	GTP-binding protein EngB required for normal cell division	14
COG0219	tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain	10
